iter	Passed	Remaining
1716	3346	2500
1717	3348	2498
1718	3350	2496
1719	3352	2494
1720	3354	2492
1721	3356	2490
1722	3358	2488
1723	3359	2486
1724	3361	2484
1725	3363	2482
1726	3365	2480
1727	3367	2478
1728	3369	2476
1729	3371	2474
1730	3372	2472
1731	3374	2470
1732	3376	2468
1733	3378	2466
1734	3380	2464
1735	3382	2462
1736	3384	2460
1737	3385	2458
1738	3387	2456
1739	3389	2454
1740	3391	2452
1741	3393	2450
1742	3394	2448
1743	3397	2446
1744	3399	2444
1745	3401	2442
1746	3402	2440
1747	3404	2438
1748	3406	2436
1749	3408	2434
1750	3409	2432
1751	3411	2430
1752	3413	2428
1753	3415	2426
1754	3417	2424
1755	3418	2422
1756	3420	2419
1757	3422	2417
1758	3423	2415
1759	3425	2413
1760	3427	2411
1761	3429	2409
1762	3431	2407
1763	3433	2405
1764	3435	2404
1765	3437	2402
1766	3439	2400
1767	3441	2398
1768	3443	2396
1769	3445	2394
1770	3447	2392
1771	3449	2390
1772	3450	2388
1773	3452	2386
1774	3454	2384
1775	3456	2381
1776	3458	2380
1777	3460	2378
1778	3462	2376
1779	3464	2374
1780	3466	2372
1781	3467	2370
1782	3469	2368
1783	3471	2366
1784	3473	2364
1785	3475	2362
1786	3477	2360
1787	3479	2358
1788	3480	2356
1789	3482	2354
1790	3485	2352
1791	3487	2350
1792	3489	2348
1793	3491	2346
1794	3492	2344
1795	3495	2343
1796	3497	2341
1797	3498	2339
1798	3500	2336
1799	3502	2334
1800	3504	2332
1801	3506	2330
1802	3507	2328
1803	3509	2326
1804	3511	2324
1805	3513	2322
1806	3515	2320
1807	3516	2318
1808	3518	2316
1809	3520	2314
1810	3522	2312
1811	3523	2310
1812	3526	2308
1813	3528	2306
1814	3530	2304
1815	3532	2302
1816	3533	2300
1817	3535	2298
1818	3537	2296
1819	3539	2294
1820	3541	2292
1821	3543	2290
1822	3544	2288
1823	3546	2286
1824	3548	2284
1825	3550	2282
1826	3551	2280
1827	3553	2278
1828	3555	2276
1829	3557	2274
1830	3558	2272
1831	3560	2269
1832	3562	2267
1833	3563	2265
1834	3565	2263
1835	3567	2261
1836	3568	2259
1837	3570	2257
1838	3572	2255
1839	3573	2253
1840	3575	2251
1841	3577	2249
1842	3579	2246
1843	3580	2244
1844	3582	2242
1845	3584	2240
1846	3586	2238
1847	3587	2236
1848	3589	2234
1849	3591	2232
1850	3592	2230
1851	3594	2228
1852	3596	2226
1853	3597	2223
1854	3599	2222
1855	3601	2219
1856	3603	2217
1857	3604	2215
1858	3606	2213
1859	3608	2211
1860	3609	2209
1861	3611	2207
1862	3613	2205
1863	3615	2203
1864	3616	2201
1865	3618	2199
1866	3620	2196
1867	3621	2194
1868	3623	2192
1869	3625	2190
1870	3627	2188
1871	3628	2186
1872	3630	2184
1873	3632	2182
1874	3634	2180
1875	3636	2179
1876	3638	2177
1877	3640	2174
1878	3642	2172
1879	3643	2170
1880	3645	2168
1881	3647	2166
1882	3649	2164
1883	3651	2162
1884	3652	2160
1885	3654	2158
1886	3656	2156
1887	3658	2154
1888	3660	2152
1889	3661	2150
1890	3663	2148
1891	3665	2146
1892	3666	2144
1893	3668	2142
1894	3670	2140
1895	3671	2138
1896	3673	2136
1897	3675	2134
1898	3677	2131
1899	3678	2129
1900	3680	2127
1901	3682	2125
1902	3683	2123
1903	3685	2121
1904	3687	2119
1905	3689	2117
1906	3691	2115
1907	3692	2113
1908	3694	2111
1909	3696	2109
1910	3697	2107
1911	3699	2105
1912	3701	2103
1913	3702	2101
1914	3704	2098
1915	3706	2096
1916	3708	2094
1917	3710	2093
1918	3712	2091
1919	3713	2088
1920	3715	2086
1921	3717	2084
1922	3718	2082
1923	3720	2080
1924	3722	2078
1925	3724	2076
1926	3726	2075
1927	3728	2073
1928	3730	2071
1929	3731	2069
1930	3733	2067
1931	3735	2065
1932	3737	2063
1933	3739	2061
1934	3742	2059
1935	3744	2057
1936	3746	2055
1937	3748	2053
1938	3750	2052
1939	3751	2049
1940	3753	2048
1941	3755	2046
1942	3757	2044
1943	3759	2042
1944	3761	2040
1945	3763	2038
1946	3764	2036
1947	3766	2034
1948	3768	2032
1949	3770	2030
1950	3772	2028
1951	3774	2026
1952	3776	2024
1953	3777	2022
1954	3779	2020
1955	3781	2018
1956	3783	2016
1957	3785	2014
1958	3786	2012
1959	3788	2010
1960	3790	2008
1961	3792	2006
1962	3794	2004
1963	3796	2002
1964	3798	2000
1965	3800	1998
1966	3802	1996
1967	3804	1994
1968	3805	1992
1969	3807	1990
1970	3810	1989
1971	3811	1987
1972	3813	1985
1973	3815	1983
1974	3817	1981
1975	3819	1979
1976	3821	1977
1977	3823	1975
1978	3824	1973
1979	3827	1971
1980	3829	1969
1981	3830	1967
1982	3832	1965
1983	3834	1963
1984	3836	1961
1985	3838	1959
1986	3840	1957
1987	3841	1955
1988	3843	1953
1989	3845	1951
1990	3847	1949
1991	3849	1947
1992	3851	1945
1993	3853	1943
1994	3855	1942
1995	3856	1939
1996	3858	1937
1997	3860	1935
1998	3861	1933
1999	3863	1931
2000	3865	1929
2001	3867	1927
2002	3869	1925
2003	3870	1923
2004	3872	1921
2005	3874	1919
2006	3876	1917
2007	3878	1915
2008	3879	1913
2009	3881	1911
2010	3883	1909
2011	3885	1907
2012	3887	1905
2013	3889	1903
2014	3891	1902
2015	3892	1900
2016	3894	1898
2017	3896	1896
2018	3898	1894
2019	3900	1892
2020	3901	1890
2021	3904	1888
2022	3906	1886
2023	3908	1884
2024	3910	1883
2025	3912	1881
2026	3914	1879
2027	3916	1877
2028	3918	1875
2029	3921	1873
2030	3925	1872
2031	3927	1870
2032	3930	1869
2033	3932	1867
2034	3934	1865
2035	3935	1863
2036	3937	1861
2037	3939	1859
2038	3942	1857
2039	3944	1856
2040	3945	1854
2041	3948	1852
2042	3950	1850
2043	3951	1848
2044	3953	1846
2045	3955	1844
2046	3957	1842
2047	3959	1840
2048	3961	1838
2049	3963	1836
2050	3965	1834
2051	3967	1832
2052	3969	1830
2053	3970	1828
2054	3972	1826
2055	3974	1824
2056	3976	1822
2057	3978	1820
2058	3980	1819
2059	3983	1817
2060	3985	1815
2061	3988	1814
2062	3990	1812
2063	3992	1810
2064	3994	1808
2065	3996	1806
2066	3998	1804
2067	3999	1802
2068	4001	1800
2069	4003	1798
2070	4005	1796
2071	4007	1794
2072	4009	1792
2073	4011	1790
2074	4012	1788
2075	4014	1786
2076	4016	1784
2077	4018	1783
2078	4020	1781
2079	4022	1779
2080	4023	1777
2081	4026	1775
2082	4028	1773
2083	4030	1771
2084	4032	1769
2085	4034	1767
2086	4036	1765
2087	4038	1763
2088	4040	1761
2089	4042	1759
2090	4043	1757
2091	4045	1755
2092	4047	1753
2093	4049	1752
2094	4051	1750
2095	4053	1748
2096	4056	1746
2097	4057	1744
2098	4059	1742
2099	4061	1740
2100	4063	1738
2101	4065	1736
2102	4066	1734
2103	4068	1732
2104	4070	1730
2105	4072	1728
2106	4073	1726
2107	4076	1724
2108	4078	1722
2109	4080	1720
2110	4082	1719
2111	4083	1717
2112	4085	1715
2113	4087	1713
2114	4089	1711
2115	4091	1709
2116	4093	1707
2117	4094	1705
2118	4096	1703
2119	4099	1701
2120	4100	1699
2121	4103	1697
2122	4105	1695
2123	4106	1693
2124	4108	1691
2125	4110	1689
2126	4112	1687
2127	4114	1685
2128	4116	1683
2129	4119	1682
2130	4121	1680
2131	4123	1678
2132	4125	1676
2133	4127	1675
2134	4129	1673
2135	4131	1671
2136	4133	1669
2137	4134	1667
2138	4136	1665
2139	4138	1663
2140	4140	1661
2141	4142	1659
2142	4144	1657
2143	4146	1655
2144	4147	1653
2145	4151	1652
2146	4153	1650
2147	4154	1648
2148	4157	1646
2149	4159	1644
2150	4160	1642
2151	4162	1640
2152	4164	1638
2153	4166	1636
2154	4167	1634
2155	4169	1632
2156	4171	1630
2157	4173	1628
2158	4175	1626
2159	4177	1624
2160	4179	1622
2161	4181	1620
2162	4183	1618
2163	4185	1616
2164	4187	1615
2165	4189	1613
2166	4191	1611
2167	4193	1609
2168	4195	1607
2169	4197	1605
2170	4199	1603
2171	4202	1601
2172	4204	1599
2173	4205	1598
2174	4207	1596
2175	4209	1594
2176	4212	1592
2177	4214	1590
2178	4216	1588
2179	4218	1586
2180	4219	1584
2181	4221	1582
2182	4223	1580
2183	4226	1578
2184	4228	1577
2185	4229	1575
2186	4231	1573
2187	4233	1571
2188	4235	1569
2189	4237	1567
2190	4239	1565
2191	4241	1563
2192	4242	1561
2193	4244	1559
2194	4246	1557
2195	4248	1555
2196	4250	1553
2197	4252	1551
2198	4254	1549
2199	4255	1547
2200	4257	1545
2201	4259	1543
2202	4261	1541
2203	4263	1539
2204	4265	1537
2205	4267	1535
2206	4269	1534
2207	4271	1532
2208	4273	1530
2209	4275	1528
2210	4277	1526
2211	4279	1524
2212	4280	1522
2213	4282	1520
2214	4285	1518
2215	4287	1517
2216	4289	1515
2217	4291	1513
2218	4293	1511
2219	4295	1509
2220	4297	1507
2221	4299	1505
2222	4301	1503
2223	4303	1501
2224	4304	1499
2225	4306	1497
2226	4309	1495
2227	4313	1494
2228	4315	1492
2229	4317	1490
2230	4319	1488
2231	4321	1486
2232	4323	1484
2233	4325	1483
2234	4326	1481
2235	4328	1479
2236	4330	1477
2237	4332	1475
2238	4333	1473
2239	4335	1471
2240	4337	1469
2241	4339	1467
2242	4341	1465
2243	4343	1463
2244	4345	1461
2245	4347	1459
2246	4348	1457
2247	4350	1455
2248	4352	1453
2249	4354	1451
2250	4356	1449
2251	4358	1447
2252	4360	1445
2253	4362	1443
2254	4364	1441
2255	4366	1439
2256	4367	1437
2257	4369	1435
2258	4371	1433
2259	4373	1431
2260	4374	1429
2261	4376	1427
2262	4378	1425
2263	4380	1424
2264	4382	1422
2265	4384	1420
2266	4386	1418
2267	4388	1416
2268	4390	1414
2269	4392	1412
2270	4393	1410
2271	4395	1408
2272	4397	1406
2273	4399	1404
2274	4401	1402
2275	4403	1400
2276	4405	1398
2277	4407	1396
2278	4408	1394
2279	4410	1392
2280	4412	1390
2281	4414	1388
2282	4416	1387
2283	4419	1385
2284	4420	1383
2285	4423	1381
2286	4425	1379
2287	4427	1377
2288	4428	1375
2289	4430	1373
2290	4432	1371
2291	4434	1369
2292	4436	1367
2293	4438	1365
2294	4440	1364
2295	4442	1362
2296	4444	1360
2297	4445	1358
2298	4447	1356
2299	4449	1354
2300	4451	1352
2301	4453	1350
2302	4455	1348
2303	4457	1346
2304	4460	1344
2305	4462	1342
2306	4464	1341
2307	4466	1339
2308	4467	1337
2309	4470	1335
2310	4472	1333
2311	4474	1331
2312	4476	1329
2313	4478	1327
2314	4481	1326
2315	4484	1324
2316	4486	1322
2317	4488	1320
2318	4490	1318
2319	4492	1316
2320	4494	1314
2321	4496	1313
2322	4499	1311
2323	4501	1309
2324	4503	1307
2325	4505	1305
2326	4507	1303
2327	4509	1301
2328	4511	1299
2329	4513	1297
2330	4515	1295
2331	4516	1293
2332	4518	1291
2333	4520	1289
2334	4522	1287
2335	4524	1285
2336	4525	1283
2337	4527	1281
2338	4529	1279
2339	4531	1277
2340	4532	1275
2341	4534	1274
2342	4536	1272
2343	4538	1270
2344	4540	1268
2345	4541	1266
2346	4543	1264
2347	4545	1262
2348	4547	1260
2349	4549	1258
2350	4551	1256
2351	4553	1254
2352	4555	1252
2353	4556	1250
2354	4560	1248
2355	4561	1246
2356	4563	1244
2357	4565	1243
2358	4567	1241
2359	4569	1239
2360	4571	1237
2361	4573	1235
2362	4575	1233
2363	4577	1231
2364	4579	1229
2365	4581	1227
2366	4583	1225
2367	4585	1223
2368	4587	1221
2369	4589	1219
2370	4591	1217
2371	4592	1216
2372	4594	1214
2373	4596	1212
2374	4598	1210
2375	4599	1208
2376	4601	1206
2377	4603	1204
2378	4605	1202
2379	4606	1200
2380	4608	1198
2381	4610	1196
2382	4612	1194
2383	4613	1192
2384	4615	1190
2385	4617	1188
2386	4619	1186
2387	4621	1184
2388	4622	1182
2389	4624	1180
2390	4626	1178
2391	4627	1176
2392	4629	1174
2393	4631	1172
2394	4633	1170
2395	4634	1168
2396	4636	1166
2397	4638	1164
2398	4640	1162
2399	4641	1160
2400	4643	1158
2401	4645	1156
2402	4646	1154
2403	4648	1152
2404	4650	1150
2405	4651	1148
2406	4653	1146
2407	4655	1144
2408	4657	1142
2409	4658	1140
2410	4660	1138
2411	4662	1136
2412	4664	1134
2413	4666	1132
2414	4668	1130
2415	4670	1129
2416	4672	1127
2417	4674	1125
2418	4676	1123
2419	4678	1121
2420	4679	1119
2421	4681	1117
2422	4683	1115
2423	4685	1113
2424	4687	1111
2425	4689	1109
2426	4690	1107
2427	4692	1105
2428	4694	1103
2429	4696	1101
2430	4697	1099
2431	4699	1097
2432	4701	1095
2433	4710	1095
2434	4712	1093
2435	4715	1091
2436	4717	1089
2437	4719	1087
2438	4722	1086
2439	4723	1084
2440	4725	1082
2441	4727	1080
2442	4729	1078
2443	4731	1076
2444	4733	1074
2445	4735	1072
2446	4737	1070
2447	4739	1068
2448	4741	1066
2449	4743	1064
2450	4745	1062
2451	4747	1060
2452	4749	1059
2453	4750	1057
2454	4752	1055
2455	4754	1053
2456	4756	1051
2457	4758	1049
2458	4761	1047
2459	4763	1045
2460	4765	1043
2461	4768	1041
2462	4770	1040
2463	4772	1038
2464	4774	1036
2465	4776	1034
2466	4778	1032
2467	4780	1030
2468	4782	1028
2469	4784	1026
2470	4786	1024
2471	4789	1022
2472	4791	1020
2473	4793	1019
2474	4795	1017
2475	4797	1015
2476	4798	1013
2477	4800	1011
2478	4802	1009
2479	4804	1007
2480	4806	1005
2481	4807	1003
2482	4809	1001
2483	4812	999
2484	4814	997
2485	4816	995
2486	4817	993
2487	4819	991
2488	4822	990
2489	4823	988
2490	4825	986
2491	4827	984
2492	4829	982
2493	4831	980
2494	4833	978
2495	4834	976
2496	4836	974
2497	4838	972
2498	4840	970
2499	4842	968
2500	4844	966
2501	4846	964
2502	4848	962
2503	4850	960
2504	4852	958
2505	4854	956
2506	4856	955
2507	4858	953
2508	4860	951
2509	4862	949
2510	4863	947
2511	4865	945
2512	4867	943
2513	4869	941
2514	4871	939
2515	4873	937
2516	4875	935
2517	4876	933
2518	4878	931
2519	4881	929
2520	4883	927
2521	4885	925
2522	4886	923
2523	4888	921
2524	4890	919
2525	4892	918
2526	4894	916
2527	4896	914
2528	4898	912
2529	4900	910
2530	4902	908
2531	4903	906
2532	4905	904
2533	4907	902
2534	4909	900
2535	4911	898
2536	4913	896
2537	4915	894
2538	4917	892
2539	4918	890
2540	4920	888
2541	4922	886
2542	4924	884
2543	4926	883
2544	4928	881
2545	4930	879
2546	4932	877
2547	4933	875
2548	4935	873
2549	4937	871
2550	4939	869
2551	4941	867
2552	4942	865
2553	4944	863
2554	4946	861
2555	4948	859
2556	4950	857
2557	4952	855
2558	4953	853
2559	4955	851
2560	4957	849
2561	4959	847
2562	4961	845
2563	4963	843
2564	4964	841
2565	4966	840
2566	4968	838
2567	4970	836
2568	4972	834
2569	4974	832
2570	4975	830
2571	4977	828
2572	4979	826
2573	4981	824
2574	4983	822
2575	4985	820
2576	4987	818
2577	4989	816
2578	4991	814
2579	4992	812
2580	4995	810
2581	4997	808
2582	4999	807
2583	5001	805
2584	5003	803
2585	5005	801
2586	5007	799
2587	5010	797
2588	5013	795
2589	5015	793
2590	5018	792
2591	5020	790
2592	5022	788
2593	5024	786
2594	5026	784
2595	5029	782
2596	5031	780
2597	5033	778
2598	5035	776
2599	5037	774
2600	5039	773
2601	5042	771
2602	5044	769
2603	5046	767
2604	5048	765
2605	5050	763
2606	5052	761
2607	5054	759
2608	5056	757
2609	5058	755
2610	5060	753
2611	5062	752
2612	5064	750
2613	5066	748
2614	5068	746
2615	5070	744
2616	5072	742
2617	5074	740
2618	5076	738
2619	5078	736
2620	5080	734
2621	5082	732
2622	5084	730
2623	5086	728
2624	5088	726
2625	5090	724
2626	5091	722
2627	5093	721
2628	5095	719
2629	5097	717
2630	5099	715
2631	5101	713
2632	5103	711
2633	5105	709
2634	5106	707
2635	5108	705
2636	5110	703
2637	5112	701
2638	5114	699
2639	5115	697
2640	5117	695
2641	5119	693
2642	5121	691
2643	5123	689
2644	5125	687
2645	5127	685
2646	5128	683
2647	5130	682
2648	5132	680
2649	5134	678
2650	5136	676
2651	5138	674
2652	5140	672
2653	5143	670
2654	5144	668
2655	5146	666
2656	5149	664
2657	5150	662
2658	5152	660
2659	5154	658
2660	5156	656
2661	5158	655
2662	5160	653
2663	5162	651
2664	5164	649
2665	5166	647
2666	5168	645
2667	5170	643
2668	5172	641
2669	5174	639
2670	5176	637
2671	5178	635
2672	5180	633
2673	5182	631
2674	5185	629
2675	5187	628
2676	5189	626
2677	5191	624
2678	5193	622
2679	5197	620
2680	5199	618
2681	5200	616
2682	5203	614
2683	5205	612
2684	5206	610
2685	5208	608
2686	5210	606
2687	5212	605
2688	5214	603
2689	5216	601
2690	5217	599
2691	5219	597
2692	5221	595
2693	5223	593
2694	5224	591
2695	5227	589
2696	5228	587
2697	5230	585
2698	5232	583
2699	5234	581
2700	5236	579
2701	5238	577
2702	5240	575
2703	5242	573
2704	5243	571
2705	5245	569
2706	5247	567
2707	5250	566
2708	5252	564
2709	5254	562
2710	5255	560
2711	5257	558
2712	5259	556
2713	5261	554
2714	5263	552
2715	5265	550
2716	5267	548
2717	5269	546
2718	5271	544
2719	5273	542
2720	5274	540
2721	5277	539
2722	5279	537
2723	5282	535
2724	5283	533
2725	5286	531
2726	5288	529
2727	5290	527
2728	5292	525
2729	5294	523
2730	5297	521
2731	5299	519
2732	5303	518
2733	5304	516
2734	5306	514
2735	5308	512
2736	5310	510
2737	5312	508
2738	5314	506
2739	5316	504
2740	5319	502
2741	5320	500
2742	5323	498
2743	5324	496
2744	5326	494
2745	5328	492
2746	5330	490
2747	5332	488
2748	5334	487
2749	5336	485
2750	5338	483
2751	5340	481
2752	5342	479
2753	5344	477
2754	5346	475
2755	5348	473
2756	5351	471
2757	5353	469
2758	5355	467
2759	5358	465
2760	5360	464
2761	5363	462
2762	5365	460
2763	5367	458
2764	5371	456
2765	5373	454
2766	5375	452
2767	5377	450
2768	5379	448
2769	5381	446
2770	5383	444
2771	5385	442
2772	5387	441
2773	5389	439
2774	5391	437
2775	5393	435
2776	5395	433
2777	5397	431
2778	5399	429
2779	5401	427
2780	5403	425
2781	5406	423
2782	5408	421
2783	5410	419
2784	5412	417
2785	5414	415
2786	5416	413
2787	5418	412
2788	5420	410
2789	5422	408
2790	5424	406
2791	5426	404
2792	5428	402
2793	5430	400
2794	5432	398
2795	5434	396
2796	5436	394
2797	5438	392
2798	5440	390
2799	5442	388
2800	5444	386
2801	5446	384
2802	5449	382
2803	5451	381
2804	5453	379
2805	5455	377
2806	5457	375
2807	5459	373
2808	5461	371
2809	5464	369
2810	5466	367
2811	5468	365
2812	5470	363
2813	5472	361
2814	5475	359
2815	5477	357
2816	5480	355
2817	5482	354
2818	5485	352
2819	5487	350
2820	5489	348
2821	5491	346
2822	5493	344
2823	5495	342
2824	5497	340
2825	5499	338
2826	5502	336
2827	5504	334
2828	5506	332
2829	5508	330
2830	5510	328
2831	5512	327
2832	5515	325
2833	5517	323
2834	5519	321
2835	5521	319
2836	5523	317
2837	5525	315
2838	5526	313
2839	5529	311
2840	5531	309
2841	5533	307
2842	5535	305
2843	5538	303
2844	5539	301
2845	5542	299
2846	5544	297
2847	5546	295
2848	5548	294
2849	5550	292
2850	5552	290
2851	5554	288
2852	5556	286
2853	5557	284
2854	5559	282
2855	5561	280
2856	5563	278
2857	5565	276
2858	5566	274
2859	5568	272
2860	5570	270
2861	5572	268
2862	5573	266
2863	5575	264
2864	5577	262
2865	5579	260
2866	5581	258
2867	5582	256
2868	5584	254
2869	5586	253
2870	5587	251
2871	5589	249
2872	5591	247
2873	5593	245
2874	5594	243
2875	5596	241
2876	5598	239
2877	5600	237
2878	5602	235
2879	5603	233
2880	5605	231
2881	5607	229
2882	5609	227
2883	5610	225
2884	5612	223
2885	5614	221
2886	5616	219
2887	5618	217
2888	5619	215
2889	5621	213
2890	5623	212
2891	5625	210
2892	5626	208
2893	5628	206
2894	5630	204
2895	5632	202
2896	5634	200
2897	5636	198
2898	5638	196
2899	5640	194
2900	5641	192
2901	5643	190
2902	5645	188
2903	5647	186
2904	5648	184
2905	5650	182
2906	5652	180
2907	5654	178
2908	5656	176
2909	5659	175
2910	5661	173
2911	5662	171
2912	5664	169
2913	5666	167
2914	5668	165
2915	5670	163
2916	5672	161
2917	5673	159
2918	5675	157
2919	5677	155
2920	5679	153
2921	5681	151
2922	5684	149
2923	5686	147
2924	5687	145
2925	5689	143
2926	5693	141
2927	5694	140
2928	5696	138
2929	5698	136
2930	5700	134
2931	5702	132
2932	5703	130
2933	5705	128
2934	5707	126
2935	5709	124
2936	5712	122
2937	5713	120
2938	5715	118
2939	5717	116
2940	5719	114
2941	5721	112
2942	5723	110
2943	5725	108
2944	5727	106
2945	5728	105
2946	5730	103
2947	5732	101
2948	5734	99
2949	5736	97
2950	5740	95
2951	5741	93
2952	5743	91
2953	5745	89
2954	5747	87
2955	5748	85
2956	5750	83
2957	5752	81
2958	5754	79
2959	5755	77
2960	5757	75
2961	5759	73
2962	5761	71
2963	5763	70
2964	5765	68
2965	5767	66
2966	5769	64
2967	5771	62
2968	5773	60
2969	5774	58
2970	5776	56
2971	5778	54
2972	5781	52
2973	5782	50
2974	5784	48
2975	5786	46
2976	5788	44
2977	5790	42
2978	5792	40
2979	5794	38
2980	5796	36
2981	5798	35
2982	5800	33
2983	5802	31
2984	5804	29
2985	5806	27
2986	5808	25
2987	5810	23
2988	5811	21
2989	5813	19
2990	5815	17
2991	5817	15
2992	5819	13
2993	5821	11
2994	5823	9
2995	5825	7
2996	5827	5
2997	5829	3
2998	5831	1
2999	5834	0
