iter	Passed	Remaining
273	576	5735
274	578	5732
275	581	5735
276	584	5741
277	586	5741
278	588	5741
279	593	5761
280	595	5763
281	598	5765
282	600	5762
283	602	5765
284	605	5765
285	608	5769
286	610	5767
287	612	5763
288	614	5761
289	616	5762
290	618	5760
291	620	5757
292	623	5756
293	625	5753
294	627	5750
295	629	5748
296	631	5745
297	633	5742
298	635	5741
299	638	5745
300	640	5743
301	643	5747
302	645	5746
303	647	5745
304	650	5748
305	652	5745
306	655	5752
307	658	5752
308	660	5748
309	662	5749
310	664	5749
311	667	5747
312	669	5748
313	671	5747
314	676	5763
315	679	5768
316	681	5769
317	683	5766
318	691	5809
319	693	5808
320	697	5820
321	699	5820
322	702	5819
323	704	5817
324	706	5811
325	708	5807
326	709	5803
327	711	5798
328	713	5793
329	715	5789
330	717	5785
331	719	5780
332	721	5777
333	723	5772
334	724	5766
335	726	5761
336	728	5756
337	730	5750
338	731	5745
339	733	5741
340	736	5739
341	737	5734
342	739	5728
343	741	5723
344	743	5718
345	744	5713
346	746	5707
347	748	5702
348	750	5698
349	751	5693
350	753	5688
351	755	5684
352	757	5680
353	759	5674
354	761	5673
355	763	5669
356	765	5664
357	766	5659
358	769	5659
359	771	5655
360	772	5650
361	775	5652
362	777	5648
363	779	5644
364	781	5639
365	782	5634
366	784	5630
367	786	5627
368	788	5625
369	790	5621
370	792	5617
371	794	5615
372	796	5611
373	798	5606
374	801	5607
375	802	5602
376	804	5598
377	806	5592
378	808	5588
379	809	5584
380	811	5579
381	813	5574
382	815	5570
383	816	5565
384	818	5561
385	820	5556
386	822	5554
387	824	5550
388	826	5546
389	828	5542
390	831	5549
391	833	5545
392	835	5542
393	837	5539
394	839	5535
395	841	5531
396	843	5528
397	845	5530
398	848	5528
399	851	5536
400	854	5541
401	857	5543
402	859	5541
403	863	5546
404	865	5544
405	867	5540
406	869	5537
407	871	5535
408	873	5531
409	875	5527
410	877	5524
411	878	5521
412	881	5524
413	884	5523
414	886	5519
415	887	5515
416	889	5512
417	891	5508
418	893	5504
419	895	5501
420	898	5503
421	900	5498
422	901	5494
423	905	5499
424	906	5494
425	908	5490
426	910	5486
427	912	5482
428	914	5478
429	916	5475
430	918	5475
431	920	5472
432	922	5469
433	924	5465
434	926	5462
435	928	5457
436	929	5453
437	932	5451
438	933	5446
439	937	5454
440	939	5450
441	941	5447
442	943	5443
443	945	5440
444	946	5435
445	948	5432
446	950	5428
447	952	5424
448	953	5419
449	955	5415
450	958	5416
451	960	5412
452	962	5410
453	964	5406
454	966	5405
455	968	5405
456	971	5404
457	973	5405
458	976	5405
459	978	5404
460	980	5401
461	982	5399
462	985	5399
463	987	5396
464	989	5395
465	991	5393
466	993	5389
467	995	5385
468	997	5383
469	999	5378
470	1001	5375
471	1003	5372
472	1004	5368
473	1006	5364
474	1008	5361
475	1010	5357
476	1012	5353
477	1013	5349
478	1015	5345
479	1017	5342
480	1019	5338
481	1020	5333
482	1022	5330
483	1025	5329
484	1026	5325
485	1028	5321
486	1030	5317
487	1032	5313
488	1033	5309
489	1035	5304
490	1037	5301
491	1039	5297
492	1041	5293
493	1042	5290
494	1044	5286
495	1046	5282
496	1048	5278
497	1049	5274
498	1051	5271
499	1053	5267
500	1055	5263
501	1056	5259
502	1059	5260
503	1061	5257
504	1063	5254
505	1065	5253
506	1067	5250
507	1069	5246
508	1071	5243
509	1073	5239
510	1074	5235
511	1076	5232
512	1078	5228
513	1080	5224
514	1081	5219
515	1083	5216
516	1085	5212
517	1086	5208
518	1088	5204
519	1090	5201
520	1092	5198
521	1094	5194
522	1095	5190
523	1097	5187
524	1099	5184
525	1101	5180
526	1103	5176
527	1104	5173
528	1106	5170
529	1108	5166
530	1110	5162
531	1112	5158
532	1113	5155
533	1115	5151
534	1117	5149
535	1119	5145
536	1120	5141
537	1122	5137
538	1124	5134
539	1126	5130
540	1127	5126
541	1129	5123
542	1131	5119
543	1133	5115
544	1134	5112
545	1137	5110
546	1138	5107
547	1140	5103
548	1142	5100
549	1144	5096
550	1146	5093
551	1147	5090
552	1149	5087
553	1151	5085
554	1154	5084
555	1156	5081
556	1157	5078
557	1159	5076
558	1162	5075
559	1164	5073
560	1167	5075
561	1169	5073
562	1171	5071
563	1173	5068
564	1175	5065
565	1177	5062
566	1179	5059
567	1181	5058
568	1183	5055
569	1185	5052
570	1186	5049
571	1188	5045
572	1190	5042
573	1192	5039
574	1194	5036
575	1195	5032
576	1197	5028
577	1199	5024
578	1200	5020
579	1202	5017
580	1204	5013
581	1206	5013
582	1208	5009
583	1210	5006
584	1211	5002
585	1214	5001
586	1215	4997
587	1217	4993
588	1219	4989
589	1220	4986
590	1222	4982
591	1224	4979
592	1225	4975
593	1228	4974
594	1229	4970
595	1231	4968
596	1233	4965
597	1235	4962
598	1237	4960
599	1239	4957
600	1241	4954
601	1242	4950
602	1244	4948
603	1246	4946
604	1248	4943
605	1250	4941
606	1253	4940
607	1255	4938
608	1257	4935
609	1259	4933
610	1261	4931
611	1263	4929
612	1265	4926
613	1267	4923
614	1268	4920
615	1270	4917
616	1272	4914
617	1274	4911
618	1276	4908
619	1277	4904
620	1279	4902
621	1281	4898
622	1283	4895
623	1285	4894
624	1287	4891
625	1289	4888
626	1290	4885
627	1292	4883
628	1294	4880
629	1296	4876
630	1298	4874
631	1300	4871
632	1302	4868
633	1303	4865
634	1305	4862
635	1307	4861
636	1309	4858
637	1311	4855
638	1313	4854
639	1315	4851
640	1317	4848
641	1321	4853
642	1323	4850
643	1325	4847
644	1326	4844
645	1328	4841
646	1330	4838
647	1332	4834
648	1333	4831
649	1335	4828
650	1337	4826
651	1339	4823
652	1341	4821
653	1343	4817
654	1346	4821
655	1348	4818
656	1350	4815
657	1352	4812
658	1353	4808
659	1355	4805
660	1357	4802
661	1359	4801
662	1361	4798
663	1363	4795
664	1364	4791
665	1366	4788
666	1368	4785
667	1369	4782
668	1371	4778
669	1373	4775
670	1374	4772
671	1376	4768
672	1378	4765
673	1380	4763
674	1382	4761
675	1384	4758
676	1385	4755
677	1387	4752
678	1389	4749
679	1391	4747
680	1395	4751
681	1397	4749
682	1399	4747
683	1401	4745
684	1403	4743
685	1405	4741
686	1407	4738
687	1409	4735
688	1410	4732
689	1412	4729
690	1415	4730
691	1417	4728
692	1419	4725
693	1423	4728
694	1425	4726
695	1426	4723
696	1428	4720
697	1430	4717
698	1432	4714
699	1433	4711
700	1435	4708
701	1437	4705
702	1439	4702
703	1441	4699
704	1442	4697
705	1444	4694
706	1446	4691
707	1448	4688
708	1450	4685
709	1451	4682
710	1453	4680
711	1455	4677
712	1457	4673
713	1458	4670
714	1460	4667
715	1462	4666
716	1464	4663
717	1466	4660
718	1468	4657
719	1469	4654
720	1471	4651
721	1473	4649
722	1476	4648
723	1477	4645
724	1479	4642
725	1481	4638
726	1482	4635
727	1484	4632
728	1486	4629
729	1487	4626
730	1489	4624
731	1491	4621
732	1493	4620
733	1495	4617
734	1497	4614
735	1498	4611
736	1500	4607
737	1502	4605
738	1504	4602
739	1506	4599
740	1507	4596
741	1509	4594
742	1511	4590
743	1512	4587
744	1514	4584
745	1516	4582
746	1518	4579
747	1519	4576
748	1522	4575
749	1524	4572
750	1526	4570
751	1527	4567
752	1529	4564
753	1531	4561
754	1533	4558
755	1534	4555
756	1536	4553
757	1538	4550
758	1540	4547
759	1541	4544
760	1544	4544
761	1546	4541
762	1548	4538
763	1549	4535
764	1551	4533
765	1553	4531
766	1556	4531
767	1558	4530
768	1560	4527
769	1562	4524
770	1564	4522
771	1566	4521
772	1569	4522
773	1572	4523
774	1577	4529
775	1580	4530
776	1583	4531
777	1586	4531
778	1589	4531
779	1593	4535
780	1598	4542
781	1601	4542
782	1604	4542
783	1607	4544
784	1610	4542
785	1612	4541
786	1614	4539
787	1616	4538
788	1618	4535
789	1620	4533
790	1622	4530
791	1625	4531
792	1627	4529
793	1629	4526
794	1631	4524
795	1632	4521
796	1634	4518
797	1636	4515
798	1638	4513
799	1640	4510
800	1641	4507
801	1643	4505
802	1645	4502
803	1647	4498
804	1648	4496
805	1650	4493
806	1652	4490
807	1654	4487
808	1656	4485
809	1657	4482
810	1659	4479
811	1661	4476
812	1663	4473
813	1665	4471
814	1666	4468
815	1668	4465
816	1670	4463
817	1672	4460
818	1673	4457
819	1675	4454
820	1677	4451
821	1679	4448
822	1680	4445
823	1682	4443
824	1684	4440
825	1685	4437
826	1687	4434
827	1689	4431
828	1691	4428
829	1692	4425
830	1694	4422
831	1696	4420
832	1698	4417
833	1699	4414
834	1701	4411
835	1703	4409
836	1705	4406
837	1706	4403
838	1709	4402
839	1712	4402
840	1713	4400
841	1715	4397
842	1717	4394
843	1719	4391
844	1720	4388
845	1722	4386
846	1724	4383
847	1726	4380
848	1727	4377
849	1729	4374
850	1731	4371
851	1732	4368
852	1734	4365
853	1736	4363
854	1737	4360
855	1739	4357
856	1741	4354
857	1742	4351
858	1744	4348
859	1746	4346
860	1748	4344
861	1750	4342
862	1752	4339
863	1754	4337
864	1756	4334
865	1757	4331
866	1759	4329
867	1761	4326
868	1763	4323
869	1764	4320
870	1766	4318
871	1768	4315
872	1770	4312
873	1771	4310
874	1773	4307
875	1775	4304
876	1777	4302
877	1778	4299
878	1780	4296
879	1782	4293
880	1784	4291
881	1785	4288
882	1787	4285
883	1789	4282
884	1790	4279
885	1793	4278
886	1794	4275
887	1796	4272
888	1798	4270
889	1800	4268
890	1802	4265
891	1803	4262
892	1805	4260
893	1807	4257
894	1809	4254
895	1810	4252
896	1812	4249
897	1814	4246
898	1815	4243
899	1817	4241
900	1819	4238
901	1821	4236
902	1822	4233
903	1824	4230
904	1826	4228
905	1828	4225
906	1830	4224
907	1832	4222
908	1834	4220
909	1836	4217
910	1838	4215
911	1840	4214
912	1842	4211
913	1844	4209
914	1846	4207
915	1848	4204
916	1849	4201
917	1851	4199
918	1853	4197
919	1855	4194
920	1856	4191
921	1859	4190
922	1861	4188
923	1863	4185
924	1864	4183
925	1866	4181
926	1868	4178
927	1870	4175
928	1872	4173
929	1873	4170
930	1875	4168
931	1877	4165
932	1879	4162
933	1881	4160
934	1882	4158
935	1884	4155
936	1886	4153
937	1888	4150
938	1889	4147
939	1891	4145
940	1893	4144
941	1895	4141
942	1897	4138
943	1899	4136
944	1900	4133
945	1902	4130
946	1904	4128
947	1906	4126
948	1908	4124
949	1909	4121
950	1912	4121
951	1914	4118
952	1916	4116
953	1918	4113
954	1919	4111
955	1921	4109
956	1923	4106
957	1925	4104
958	1927	4102
959	1929	4099
960	1930	4096
961	1932	4094
962	1934	4092
963	1936	4089
964	1938	4087
965	1940	4085
966	1941	4082
967	1943	4080
968	1945	4078
969	1947	4076
970	1949	4073
971	1951	4071
972	1953	4069
973	1955	4066
974	1956	4064
975	1958	4062
976	1960	4060
977	1962	4057
978	1964	4055
979	1966	4053
980	1968	4051
981	1970	4048
982	1972	4046
983	1973	4043
984	1976	4042
985	1977	4040
986	1980	4038
987	1982	4036
988	1984	4034
989	1985	4032
990	1987	4029
991	1989	4027
992	1991	4025
993	1993	4023
994	1995	4020
995	1997	4018
996	1998	4015
997	2001	4015
998	2003	4013
999	2005	4010
1000	2008	4010
1001	2009	4007
1002	2011	4005
1003	2013	4002
1004	2015	4000
1005	2017	3998
1006	2018	3995
1007	2020	3992
1008	2022	3990
1009	2024	3988
1010	2025	3985
1011	2027	3983
1012	2029	3980
1013	2030	3977
1014	2032	3975
1015	2034	3972
1016	2036	3970
1017	2038	3967
1018	2039	3965
1019	2041	3963
1020	2043	3961
1021	2046	3959
1022	2047	3957
1023	2049	3955
1024	2051	3952
1025	2053	3950
1026	2055	3948
1027	2056	3945
1028	2058	3942
1029	2060	3940
1030	2062	3938
1031	2063	3935
1032	2065	3932
1033	2067	3930
1034	2069	3928
1035	2071	3926
1036	2072	3923
1037	2074	3921
1038	2076	3919
1039	2078	3916
1040	2080	3914
1041	2081	3912
1042	2083	3909
1043	2085	3907
1044	2087	3904
1045	2089	3902
1046	2090	3899
1047	2092	3897
1048	2094	3895
1049	2096	3893
1050	2098	3890
1051	2099	3888
1052	2102	3886
1053	2103	3884
1054	2105	3881
1055	2107	3879
1056	2109	3878
1057	2111	3875
1058	2113	3873
1059	2115	3871
1060	2117	3869
1061	2118	3866
1062	2120	3864
1063	2123	3863
1064	2124	3860
1065	2126	3858
1066	2128	3856
1067	2130	3853
1068	2132	3851
1069	2134	3849
1070	2136	3847
1071	2137	3844
1072	2139	3843
1073	2142	3841
1074	2144	3839
1075	2145	3836
1076	2147	3834
1077	2149	3832
1078	2151	3830
1079	2153	3827
1080	2154	3825
1081	2156	3823
1082	2158	3820
1083	2161	3819
1084	2163	3817
1085	2164	3815
1086	2167	3813
1087	2168	3811
1088	2170	3809
1089	2172	3807
1090	2174	3804
1091	2178	3806
1092	2181	3805
1093	2183	3804
1094	2185	3802
1095	2190	3804
1096	2192	3803
1097	2195	3802
1098	2199	3803
1099	2201	3802
1100	2203	3801
1101	2205	3799
1102	2208	3798
1103	2211	3797
1104	2213	3796
1105	2217	3797
1106	2220	3796
1107	2224	3797
1108	2226	3795
1109	2228	3793
1110	2230	3792
1111	2232	3790
1112	2234	3788
1113	2236	3786
1114	2238	3784
1115	2240	3782
1116	2242	3780
1117	2244	3779
1118	2247	3777
1119	2249	3775
1120	2251	3774
1121	2254	3772
1122	2256	3771
1123	2258	3769
1124	2260	3768
1125	2263	3766
1126	2265	3764
1127	2267	3762
1128	2268	3760
1129	2270	3757
1130	2272	3755
1131	2274	3753
1132	2276	3751
1133	2278	3748
1134	2280	3746
1135	2282	3744
1136	2284	3742
1137	2285	3740
1138	2287	3737
1139	2289	3735
1140	2291	3733
1141	2293	3731
1142	2295	3729
1143	2297	3726
1144	2298	3724
1145	2300	3721
1146	2302	3719
1147	2304	3716
1148	2305	3714
1149	2307	3712
1150	2310	3712
1151	2312	3709
1152	2314	3707
1153	2316	3705
1154	2318	3703
1155	2320	3701
1156	2322	3699
1157	2324	3697
1158	2325	3694
1159	2327	3692
1160	2330	3691
1161	2332	3689
1162	2334	3687
1163	2336	3686
1164	2338	3683
1165	2340	3681
1166	2342	3679
1167	2344	3676
1168	2345	3674
1169	2347	3672
1170	2349	3669
1171	2351	3667
1172	2353	3665
1173	2355	3663
1174	2356	3660
1175	2358	3658
1176	2360	3656
1177	2363	3655
1178	2365	3653
1179	2367	3650
1180	2368	3648
1181	2370	3646
1182	2372	3643
1183	2374	3641
1184	2375	3639
1185	2377	3636
1186	2379	3634
1187	2381	3632
1188	2383	3630
1189	2385	3628
1190	2387	3626
1191	2389	3624
1192	2391	3622
1193	2393	3619
1194	2394	3617
1195	2396	3614
1196	2398	3612
1197	2399	3609
1198	2401	3607
1199	2403	3605
1200	2405	3602
1201	2407	3600
1202	2408	3598
1203	2410	3596
1204	2412	3593
1205	2414	3591
1206	2416	3589
1207	2418	3587
1208	2420	3584
1209	2421	3582
1210	2423	3580
1211	2425	3577
1212	2427	3575
1213	2428	3573
1214	2430	3570
1215	2432	3568
1216	2434	3566
1217	2436	3564
1218	2438	3562
1219	2439	3559
1220	2441	3557
1221	2443	3554
1222	2445	3552
1223	2446	3550
1224	2448	3548
1225	2450	3545
1226	2452	3543
1227	2454	3541
1228	2455	3538
1229	2457	3537
1230	2459	3534
1231	2461	3532
1232	2463	3530
1233	2465	3527
1234	2466	3525
1235	2468	3523
1236	2470	3521
1237	2472	3519
1238	2474	3516
1239	2476	3514
1240	2477	3512
1241	2479	3509
1242	2481	3507
1243	2483	3505
1244	2485	3503
1245	2486	3500
1246	2488	3498
1247	2490	3496
1248	2492	3494
1249	2494	3492
1250	2496	3489
1251	2498	3487
1252	2499	3485
1253	2501	3483
1254	2503	3481
1255	2505	3478
1256	2507	3476
1257	2509	3474
1258	2511	3472
1259	2513	3470
1260	2514	3468
1261	2516	3465
1262	2518	3463
1263	2520	3461
1264	2522	3459
1265	2525	3459
1266	2527	3457
1267	2529	3455
1268	2532	3454
1269	2534	3452
1270	2536	3450
1271	2538	3448
1272	2540	3446
1273	2541	3443
1274	2544	3442
1275	2546	3440
1276	2548	3437
1277	2549	3435
1278	2552	3435
1279	2554	3432
1280	2556	3430
1281	2558	3428
1282	2560	3426
1283	2561	3423
1284	2563	3421
1285	2565	3419
1286	2567	3417
1287	2569	3415
1288	2571	3413
1289	2573	3411
1290	2575	3409
1291	2577	3407
1292	2579	3405
1293	2580	3402
1294	2582	3400
1295	2584	3398
1296	2586	3396
1297	2588	3394
1298	2590	3392
1299	2592	3390
1300	2594	3387
1301	2595	3385
1302	2597	3382
1303	2599	3380
1304	2601	3378
1305	2602	3375
1306	2604	3373
1307	2606	3372
1308	2608	3369
1309	2610	3367
1310	2612	3365
1311	2614	3363
1312	2615	3360
1313	2617	3358
1314	2619	3356
1315	2620	3353
1316	2622	3351
1317	2624	3349
1318	2626	3346
1319	2627	3344
1320	2629	3342
1321	2631	3339
1322	2632	3337
1323	2634	3334
1324	2636	3332
1325	2638	3330
1326	2639	3328
1327	2641	3325
1328	2643	3323
1329	2645	3321
1330	2647	3319
1331	2648	3316
1332	2650	3314
1333	2652	3312
1334	2654	3310
1335	2655	3307
1336	2657	3305
1337	2659	3303
1338	2661	3300
1339	2662	3298
1340	2664	3296
1341	2666	3294
1342	2668	3291
1343	2669	3289
1344	2671	3287
1345	2673	3284
1346	2674	3282
1347	2676	3280
1348	2678	3278
1349	2680	3276
1350	2682	3273
1351	2683	3271
1352	2685	3269
1353	2688	3268
1354	2689	3265
1355	2691	3263
1356	2693	3261
1357	2695	3258
1358	2696	3256
1359	2698	3254
1360	2700	3252
1361	2702	3249
1362	2703	3247
1363	2705	3245
1364	2707	3243
1365	2709	3240
1366	2711	3239
1367	2713	3236
1368	2714	3234
1369	2716	3232
1370	2718	3230
1371	2720	3227
1372	2722	3225
1373	2723	3223
1374	2725	3220
1375	2727	3218
1376	2729	3216
1377	2731	3214
1378	2732	3212
1379	2734	3210
1380	2736	3207
1381	2738	3205
1382	2739	3203
1383	2741	3201
1384	2743	3199
1385	2745	3197
1386	2748	3196
1387	2750	3194
1388	2752	3191
1389	2753	3189
1390	2755	3187
1391	2757	3185
1392	2759	3183
1393	2761	3181
1394	2763	3179
1395	2765	3177
1396	2767	3175
1397	2769	3173
1398	2771	3171
1399	2773	3169
1400	2775	3167
1401	2777	3165
1402	2778	3163
1403	2780	3160
1404	2782	3158
1405	2783	3156
1406	2786	3154
1407	2787	3152
1408	2789	3150
1409	2791	3147
1410	2793	3145
1411	2795	3143
1412	2796	3141
1413	2798	3138
1414	2800	3136
1415	2802	3134
1416	2803	3132
1417	2805	3129
1418	2807	3127
1419	2809	3125
1420	2811	3123
1421	2812	3121
1422	2814	3119
1423	2816	3116
1424	2818	3114
1425	2820	3113
1426	2822	3111
1427	2824	3109
1428	2826	3107
1429	2828	3105
1430	2830	3103
1431	2831	3100
1432	2833	3098
1433	2835	3096
1434	2837	3094
1435	2838	3091
1436	2840	3089
1437	2842	3087
1438	2844	3085
1439	2845	3082
1440	2847	3080
1441	2849	3078
1442	2851	3076
1443	2853	3074
1444	2855	3073
1445	2857	3071
1446	2859	3068
1447	2861	3066
1448	2863	3064
1449	2864	3062
1450	2866	3060
1451	2868	3057
1452	2870	3055
1453	2871	3053
1454	2873	3051
1455	2875	3048
1456	2876	3046
1457	2878	3044
1458	2880	3042
1459	2882	3040
1460	2884	3038
1461	2886	3036
1462	2887	3033
1463	2890	3032
1464	2892	3030
1465	2894	3028
1466	2896	3026
1467	2898	3024
1468	2899	3022
1469	2901	3019
1470	2904	3018
1471	2905	3016
1472	2907	3014
1473	2909	3012
1474	2911	3010
1475	2913	3008
1476	2915	3006
1477	2917	3003
1478	2918	3001
1479	2920	2999
1480	2922	2997
1481	2924	2995
1482	2926	2993
1483	2928	2991
1484	2930	2989
1485	2932	2987
1486	2933	2985
1487	2935	2982
1488	2937	2980
1489	2938	2978
1490	2940	2976
1491	2942	2974
1492	2944	2971
1493	2946	2970
1494	2948	2967
1495	2949	2965
1496	2951	2963
1497	2953	2961
1498	2955	2959
1499	2958	2958
1500	2959	2955
1501	2962	2954
1502	2964	2952
1503	2965	2949
1504	2967	2947
1505	2969	2945
1506	2971	2943
1507	2972	2941
1508	2974	2939
1509	2976	2937
1510	2978	2935
1511	2980	2933
1512	2982	2931
1513	2984	2928
1514	2985	2926
1515	2987	2924
1516	2989	2922
1517	2991	2920
1518	2992	2917
1519	2994	2915
1520	2996	2913
1521	2998	2911
1522	3000	2909
1523	3001	2907
1524	3003	2905
1525	3005	2903
1526	3007	2900
1527	3009	2898
1528	3011	2896
1529	3012	2894
1530	3014	2892
1531	3016	2890
1532	3018	2888
1533	3019	2885
1534	3021	2883
1535	3022	2881
1536	3024	2879
1537	3026	2876
1538	3028	2874
1539	3029	2872
1540	3031	2870
1541	3033	2868
1542	3035	2866
1543	3037	2863
1544	3039	2862
1545	3040	2859
1546	3042	2858
1547	3044	2855
1548	3046	2853
1549	3048	2851
1550	3049	2849
1551	3051	2847
1552	3053	2844
1553	3055	2842
1554	3056	2840
1555	3059	2839
1556	3061	2836
1557	3062	2834
1558	3064	2832
1559	3066	2830
1560	3067	2828
1561	3069	2825
1562	3071	2823
1563	3073	2821
1564	3074	2819
1565	3076	2817
1566	3078	2815
1567	3080	2812
1568	3081	2810
1569	3083	2808
1570	3085	2806
1571	3087	2804
1572	3088	2802
1573	3090	2800
1574	3092	2798
1575	3094	2795
1576	3096	2793
1577	3097	2791
1578	3099	2789
1579	3101	2787
1580	3103	2785
1581	3105	2783
1582	3107	2781
1583	3108	2778
1584	3110	2776
1585	3112	2774
1586	3113	2772
1587	3115	2770
1588	3117	2768
1589	3119	2766
1590	3121	2764
1591	3123	2762
1592	3125	2760
1593	3126	2758
1594	3128	2755
1595	3130	2753
1596	3131	2751
1597	3133	2749
1598	3135	2746
1599	3136	2744
1600	3138	2742
1601	3140	2740
1602	3141	2738
1603	3143	2736
1604	3145	2734
1605	3147	2732
1606	3149	2729
1607	3151	2727
1608	3152	2725
1609	3154	2723
1610	3156	2721
1611	3158	2719
1612	3160	2717
1613	3161	2715
1614	3163	2713
1615	3165	2711
1616	3167	2709
1617	3169	2706
1618	3170	2704
1619	3172	2702
1620	3174	2700
1621	3175	2698
1622	3177	2695
1623	3179	2693
1624	3181	2691
1625	3182	2689
1626	3184	2687
1627	3186	2685
1628	3188	2683
1629	3189	2681
1630	3191	2678
1631	3193	2676
1632	3195	2674
1633	3196	2672
1634	3198	2670
1635	3200	2668
1636	3202	2666
1637	3203	2663
1638	3205	2661
1639	3208	2660
1640	3209	2658
1641	3211	2655
1642	3213	2653
1643	3214	2651
1644	3216	2649
1645	3218	2647
1646	3219	2645
1647	3221	2643
1648	3223	2640
1649	3224	2638
1650	3226	2636
1651	3228	2634
1652	3230	2632
1653	3231	2629
1654	3233	2627
1655	3235	2625
1656	3236	2623
1657	3238	2621
1658	3240	2619
1659	3242	2617
1660	3244	2615
1661	3245	2612
1662	3248	2611
1663	3250	2609
1664	3252	2607
1665	3253	2605
1666	3255	2603
1667	3257	2601
1668	3259	2599
1669	3261	2597
1670	3263	2595
1671	3264	2593
1672	3266	2590
1673	3268	2588
1674	3269	2586
1675	3271	2584
1676	3273	2582
1677	3274	2580
1678	3276	2577
1679	3278	2575
1680	3279	2573
1681	3281	2571
1682	3283	2569
1683	3284	2567
1684	3286	2564
1685	3288	2562
1686	3290	2560
1687	3291	2558
1688	3293	2556
1689	3295	2554
1690	3297	2552
1691	3298	2550
1692	3300	2548
1693	3303	2546
1694	3304	2544
1695	3306	2542
1696	3308	2540
1697	3310	2538
1698	3311	2536
1699	3313	2534
1700	3315	2532
1701	3317	2530
1702	3319	2527
1703	3320	2525
1704	3323	2524
1705	3325	2522
1706	3327	2520
1707	3328	2518
1708	3331	2516
1709	3333	2514
1710	3335	2512
1711	3337	2510
1712	3339	2509
1713	3341	2507
1714	3343	2504
1715	3345	2502
