iter	Accuracy	Logloss
882	0.8320487749	0.3563112174
883	0.8320487749	0.3562663723
884	0.8320487749	0.3562279947
885	0.83216381	0.3561888312
886	0.83216381	0.3560718141
887	0.832278845	0.356033021
888	0.8323938801	0.355980344
889	0.8326239503	0.355929503
890	0.8325089152	0.3558645511
891	0.8326239503	0.3558209242
892	0.8325089152	0.3557864679
893	0.8325089152	0.3557275346
894	0.8327389854	0.3556787422
895	0.8326239503	0.3556331006
896	0.8327389854	0.355580049
897	0.8329690556	0.3555213265
898	0.8329690556	0.3554756295
899	0.8329690556	0.3554313516
900	0.8329690556	0.355403442
901	0.8330840906	0.3552834888
902	0.8331991257	0.3552159259
903	0.8331991257	0.3551619293
904	0.8330840906	0.3551014895
905	0.8330840906	0.3550166718
906	0.8330840906	0.3549844974
907	0.8331991257	0.3549397021
908	0.8331991257	0.3549119042
909	0.8333141608	0.3548651381
910	0.8334291959	0.3548228547
911	0.8334291959	0.3547804289
912	0.8334291959	0.3547409667
913	0.833544231	0.3546964171
914	0.833544231	0.3546656812
915	0.833544231	0.3546330937
916	0.8336592661	0.3546010804
917	0.8336592661	0.3544866821
918	0.833544231	0.3544214731
919	0.8337743012	0.3543789204
920	0.8336592661	0.3543315402
921	0.8337743012	0.3542995229
922	0.8338893362	0.3542531405
923	0.8338893362	0.3542252371
924	0.8338893362	0.3541971779
925	0.8341194064	0.3541425676
926	0.8341194064	0.3540967693
927	0.8340043713	0.3540671263
928	0.8340043713	0.3540311754
929	0.8343494766	0.3539018829
930	0.8342344415	0.3538617099
931	0.8343494766	0.3538290021
932	0.8343494766	0.3537925727
933	0.8343494766	0.3537589287
934	0.8343494766	0.3537095647
935	0.8342344415	0.353672842
936	0.8344645117	0.3536425882
937	0.8344645117	0.3536144699
938	0.8344645117	0.3535499339
939	0.8346945818	0.3535063063
940	0.834924652	0.3534531495
941	0.834924652	0.3533847557
942	0.834924652	0.3533017703
943	0.8348096169	0.3532280488
944	0.834924652	0.3531950927
945	0.8348096169	0.3531554139
946	0.8348096169	0.3531082024
947	0.8348096169	0.3530733667
948	0.8346945818	0.3530241917
949	0.8348096169	0.3529360165
950	0.8350396871	0.3528802689
951	0.8350396871	0.3528535761
952	0.8350396871	0.3528010719
953	0.8350396871	0.3527674791
954	0.8348096169	0.3526871183
955	0.834924652	0.3526599953
956	0.8350396871	0.3526077256
957	0.8350396871	0.3525735929
958	0.8350396871	0.35243707
959	0.8353847924	0.3523900334
960	0.8352697573	0.3523530921
961	0.8353847924	0.3522977202
962	0.8354998274	0.3522407751
963	0.8354998274	0.3521965707
964	0.8353847924	0.3521221064
965	0.8357298976	0.3520796744
966	0.8357298976	0.3520481153
967	0.8357298976	0.3520126646
968	0.8354998274	0.3519592404
969	0.8356148625	0.3519394275
970	0.8354998274	0.3518610654
971	0.8354998274	0.3518134406
972	0.8356148625	0.3517815426
973	0.8357298976	0.3517361073
974	0.836190038	0.3516438193
975	0.836305073	0.3516039068
976	0.8365351432	0.3515436244
977	0.8365351432	0.3514840479
978	0.8364201081	0.3514213482
979	0.836305073	0.3513745997
980	0.836305073	0.351325564
981	0.836305073	0.3512975415
982	0.836305073	0.3512144783
983	0.836190038	0.3511741018
984	0.836190038	0.3511031672
985	0.836305073	0.351072267
986	0.836305073	0.3510042076
987	0.836305073	0.3508738766
988	0.8364201081	0.3508290375
989	0.836305073	0.3507643815
990	0.8360750029	0.3507179988
991	0.836190038	0.3506624662
992	0.836190038	0.3506224895
993	0.836305073	0.3505653689
994	0.8365351432	0.350513959
995	0.8366501783	0.3504610145
996	0.8365351432	0.3504160881
997	0.8367652134	0.3503770067
998	0.8368802485	0.3502831321
999	0.8367652134	0.3502626963
1000	0.8368802485	0.3502058985
1001	0.8368802485	0.3501437173
1002	0.8368802485	0.3501105195
1003	0.8369952836	0.3500794737
1004	0.8372253537	0.3500037907
1005	0.8372253537	0.3499685146
1006	0.8369952836	0.3499197799
1007	0.8369952836	0.3498783936
1008	0.8369952836	0.3498308805
1009	0.8368802485	0.3497658961
1010	0.8368802485	0.3497006413
1011	0.8366501783	0.3496526662
1012	0.8367652134	0.349610648
1013	0.8367652134	0.349571729
1014	0.8368802485	0.349523946
1015	0.8366501783	0.3494866642
1016	0.8367652134	0.3494539447
1017	0.8367652134	0.3494201794
1018	0.8369952836	0.3493816764
1019	0.8369952836	0.3492916098
1020	0.8369952836	0.3492545699
1021	0.8367652134	0.3491473227
1022	0.8366501783	0.3491028092
1023	0.8366501783	0.3490336227
1024	0.8366501783	0.3489984247
1025	0.8366501783	0.3489641631
1026	0.8371103186	0.3488998795
1027	0.8368802485	0.3488671351
1028	0.8371103186	0.3487458696
1029	0.8371103186	0.3486891435
1030	0.8369952836	0.3486254262
1031	0.8373403888	0.348569419
1032	0.8372253537	0.3485266459
1033	0.8372253537	0.3484899177
1034	0.8372253537	0.3484205742
1035	0.8372253537	0.348370488
1036	0.8374554239	0.3483052958
1037	0.8374554239	0.3482096415
1038	0.8374554239	0.3481600918
1039	0.8374554239	0.3481079531
1040	0.8374554239	0.3480551228
1041	0.837570459	0.3480042512
1042	0.8376854941	0.3479477888
1043	0.8378005292	0.3479063095
1044	0.8378005292	0.3478680944
1045	0.8379155642	0.3477298769
1046	0.8379155642	0.3476954872
1047	0.8378005292	0.3476469278
1048	0.8381456344	0.3475982441
1049	0.8381456344	0.3475697086
1050	0.8378005292	0.3474688928
1051	0.837570459	0.3474044219
1052	0.8379155642	0.3473205413
1053	0.8379155642	0.3472429275
1054	0.8379155642	0.3471970717
1055	0.8379155642	0.3471024939
1056	0.8379155642	0.3470490001
1057	0.8378005292	0.3469818729
1058	0.8379155642	0.3469426818
1059	0.8379155642	0.3469134517
1060	0.8379155642	0.3468571891
1061	0.8379155642	0.3467752668
1062	0.8379155642	0.3467112457
1063	0.8379155642	0.3466629788
1064	0.8382606695	0.3466298568
1065	0.8382606695	0.3465800764
1066	0.8382606695	0.3465487382
1067	0.8383757046	0.3464907007
1068	0.8383757046	0.3464371436
1069	0.8384907397	0.346403667
1070	0.8384907397	0.3463614387
1071	0.8384907397	0.3463227415
1072	0.8384907397	0.3462354433
1073	0.8384907397	0.346180073
1074	0.8386057748	0.3460965583
1075	0.8387208098	0.3460516517
1076	0.8386057748	0.3460233405
1077	0.83895088	0.3459577805
1078	0.83895088	0.345929643
1079	0.8390659151	0.3458911384
1080	0.8390659151	0.3458163284
1081	0.8391809502	0.3457488236
1082	0.83895088	0.3456827914
1083	0.83895088	0.345625083
1084	0.83895088	0.3455816219
1085	0.8392959853	0.3455236601
1086	0.8392959853	0.3454160586
1087	0.8392959853	0.3453514799
1088	0.8392959853	0.3453262619
1089	0.8392959853	0.345279699
1090	0.8388358449	0.3452204856
1091	0.8388358449	0.3451338602
1092	0.8388358449	0.345082248
1093	0.8392959853	0.3450048975
1094	0.8391809502	0.3449357586
1095	0.8394110204	0.3448521989
1096	0.8396410905	0.3447857962
1097	0.8397561256	0.3446980883
1098	0.8398711607	0.3446172301
1099	0.8396410905	0.3445387958
1100	0.8401012309	0.3444507091
1101	0.8401012309	0.3443955093
1102	0.8399861958	0.3443272249
1103	0.8401012309	0.3442873203
1104	0.8401012309	0.3442387548
1105	0.8399861958	0.3441798206
1106	0.840216266	0.3441067099
1107	0.840216266	0.3440753802
1108	0.840216266	0.3440201658
1109	0.840216266	0.3439869777
1110	0.840331301	0.3439565551
1111	0.840216266	0.3439186588
1112	0.8398711607	0.3438592465
1113	0.8399861958	0.3438131248
1114	0.840331301	0.3437284189
1115	0.840216266	0.3436844292
1116	0.840216266	0.3436503456
1117	0.840216266	0.3436106242
1118	0.840331301	0.3435504191
1119	0.840331301	0.3435069846
1120	0.8404463361	0.3434460774
1121	0.8401012309	0.3433821027
1122	0.8401012309	0.3433392635
1123	0.8401012309	0.3433069169
1124	0.840216266	0.3432417629
1125	0.840331301	0.343170412
1126	0.8405613712	0.3431301085
1127	0.8406764063	0.3430804271
1128	0.8406764063	0.3430517453
1129	0.8406764063	0.3430188181
1130	0.8406764063	0.3429695518
1131	0.8405613712	0.3429375092
1132	0.8405613712	0.3428905156
1133	0.8404463361	0.3428614263
1134	0.8406764063	0.3428328849
1135	0.8406764063	0.3428016659
1136	0.8406764063	0.3427390878
1137	0.8407914414	0.3426821755
1138	0.8410215116	0.3426248272
1139	0.8409064765	0.3425483245
1140	0.8411365466	0.3425050981
1141	0.8412515817	0.3424504208
1142	0.8411365466	0.3424143837
1143	0.8413666168	0.3423666113
1144	0.8413666168	0.3423290434
1145	0.8411365466	0.3422734873
1146	0.8413666168	0.3422097369
1147	0.8414816519	0.3421732353
1148	0.8412515817	0.3420886977
1149	0.8412515817	0.3420440507
1150	0.8414816519	0.3419728618
1151	0.841596687	0.3419057232
1152	0.8414816519	0.3418723689
1153	0.8414816519	0.3418237495
1154	0.8414816519	0.3417963936
1155	0.8414816519	0.3417477246
1156	0.8414816519	0.3416475925
1157	0.8413666168	0.3415795964
1158	0.8414816519	0.3415133305
1159	0.8418267572	0.3414402349
1160	0.8418267572	0.3414077762
1161	0.8417117221	0.3413752516
1162	0.8418267572	0.3413122853
1163	0.8417117221	0.3412440124
1164	0.8418267572	0.3411965083
1165	0.8418267572	0.3411528116
1166	0.8420568273	0.3410948619
1167	0.8419417922	0.3410303493
1168	0.8420568273	0.3409788407
1169	0.8421718624	0.3409350516
1170	0.8421718624	0.3409067832
1171	0.8424019326	0.3408404645
1172	0.8425169677	0.340787488
1173	0.8425169677	0.3407231238
1174	0.8426320028	0.3406911144
1175	0.8425169677	0.3406637714
1176	0.8424019326	0.3406082838
1177	0.8425169677	0.3405453125
1178	0.8426320028	0.3404858585
1179	0.8428620729	0.3404390588
1180	0.8430921431	0.3403490999
1181	0.842977108	0.3403041472
1182	0.8430921431	0.3402393231
1183	0.8433222133	0.3401628783
1184	0.8434372484	0.3401091548
1185	0.8433222133	0.3400590429
1186	0.8434372484	0.3400118943
1187	0.8434372484	0.3399610676
1188	0.8434372484	0.3399011918
1189	0.8434372484	0.3398478297
1190	0.8434372484	0.3398003335
1191	0.8434372484	0.3397485847
1192	0.8434372484	0.3397218843
1193	0.8435522834	0.3396807343
1194	0.8435522834	0.3396369186
1195	0.8434372484	0.339595032
1196	0.8434372484	0.3394944459
1197	0.8433222133	0.3394342423
1198	0.842977108	0.339359073
1199	0.8430921431	0.3393072596
1200	0.8430921431	0.3392518788
1201	0.842977108	0.3392203665
1202	0.8430921431	0.3391722308
1203	0.8432071782	0.3391415092
1204	0.8433222133	0.3390979506
1205	0.8432071782	0.3390227955
1206	0.8430921431	0.3389911909
1207	0.8432071782	0.3389243617
1208	0.8432071782	0.3387900023
1209	0.8432071782	0.3387531799
1210	0.8433222133	0.3387053257
1211	0.8435522834	0.3386512871
1212	0.8435522834	0.3386163871
1213	0.8436673185	0.338553871
1214	0.8436673185	0.338508861
1215	0.8437823536	0.3384621945
1216	0.8437823536	0.3384164424
1217	0.8438973887	0.3383820919
1218	0.8438973887	0.3383158734
1219	0.8438973887	0.3382774767
1220	0.8438973887	0.3382330739
1221	0.8438973887	0.3381935258
1222	0.8440124238	0.3381228171
1223	0.8441274589	0.338094817
1224	0.8441274589	0.3380223069
1225	0.844242494	0.3379422101
1226	0.844242494	0.3379075052
1227	0.844357529	0.337844812
1228	0.844357529	0.3378080122
1229	0.8444725641	0.3377480458
1230	0.8445875992	0.3376958586
1231	0.8447026343	0.3376453394
1232	0.8447026343	0.3375998168
1233	0.8447026343	0.3375660865
1234	0.8447026343	0.3375295674
1235	0.8447026343	0.337483823
1236	0.8447026343	0.3374103601
1237	0.8445875992	0.3373606025
1238	0.8447026343	0.3373009438
1239	0.8448176694	0.3372640589
1240	0.8445875992	0.3372243425
1241	0.8447026343	0.3371908973
1242	0.8445875992	0.3371474718
1243	0.8447026343	0.3370895089
1244	0.8447026343	0.3370433532
1245	0.8448176694	0.3369730563
1246	0.8450477396	0.3368641876
1247	0.8450477396	0.3368151928
1248	0.8450477396	0.336781356
1249	0.8450477396	0.3367413066
1250	0.8450477396	0.3366254079
1251	0.8449327045	0.3365622903
1252	0.8450477396	0.3365161497
1253	0.8451627746	0.3364668335
1254	0.8450477396	0.3363972624
1255	0.8450477396	0.3363480761
1256	0.8450477396	0.3363034169
1257	0.8451627746	0.3362669331
1258	0.8451627746	0.3362116565
1259	0.8450477396	0.3361616291
1260	0.8453928448	0.336120747
1261	0.8453928448	0.3360968114
1262	0.8452778097	0.3360417337
1263	0.8455078799	0.3359847001
1264	0.845622915	0.3359549327
1265	0.845622915	0.3358996325
1266	0.8457379501	0.3358542126
1267	0.8458529852	0.3358182687
1268	0.8458529852	0.335773634
1269	0.8458529852	0.335730551
1270	0.8458529852	0.3357031296
1271	0.8458529852	0.3356695895
1272	0.8458529852	0.3356343191
1273	0.8458529852	0.3355893107
1274	0.8458529852	0.335559572
1275	0.8458529852	0.3355050701
1276	0.8460830553	0.3354321197
1277	0.8461980904	0.3353792481
1278	0.8460830553	0.3353274638
1279	0.8460830553	0.3352956666
1280	0.8460830553	0.3352360719
1281	0.8460830553	0.3352009524
1282	0.8463131255	0.3351434134
1283	0.8464281606	0.3350939285
1284	0.8464281606	0.3350422675
1285	0.8463131255	0.3349600883
1286	0.8463131255	0.3349006897
1287	0.8461980904	0.3348498561
1288	0.8461980904	0.3348183849
1289	0.8464281606	0.3347653177
1290	0.8464281606	0.3347268149
1291	0.8466582308	0.334690875
1292	0.8466582308	0.3346566241
1293	0.8466582308	0.3345977075
1294	0.8466582308	0.3345624793
1295	0.8467732658	0.3345117258
1296	0.8467732658	0.3344499987
1297	0.847003336	0.3343780401
1298	0.8468883009	0.334304178
1299	0.8468883009	0.334247949
1300	0.847003336	0.3341961372
1301	0.8471183711	0.3341474955
1302	0.8471183711	0.3340890345
1303	0.8472334062	0.3340442365
1304	0.8471183711	0.334007357
1305	0.8471183711	0.333959558
1306	0.847003336	0.3339227651
1307	0.8468883009	0.3338589331
1308	0.8471183711	0.3338090269
1309	0.8471183711	0.333777011
1310	0.847003336	0.33372163
1311	0.847003336	0.3336840115
1312	0.847003336	0.3336530154
1313	0.847003336	0.3336040588
1314	0.8473484413	0.3335341215
1315	0.8473484413	0.3334855315
1316	0.8474634764	0.33342656
1317	0.8476935465	0.3333670919
1318	0.8478085816	0.3333419741
1319	0.8478085816	0.3333136632
1320	0.8475785114	0.3332550285
1321	0.8474634764	0.3332058847
1322	0.8476935465	0.3331705363
1323	0.8476935465	0.3331287028
1324	0.8476935465	0.3330919155
1325	0.8478085816	0.3330531926
1326	0.8479236167	0.3329997078
1327	0.8479236167	0.3329592987
1328	0.8479236167	0.3329096764
1329	0.8478085816	0.3328681483
1330	0.8476935465	0.3327934357
1331	0.8481536869	0.3327351168
1332	0.8479236167	0.3326803034
1333	0.8479236167	0.332648888
1334	0.8478085816	0.3326160271
1335	0.8479236167	0.3325785874
1336	0.8479236167	0.3325409627
1337	0.8479236167	0.3324918774
1338	0.8480386518	0.3324459703
1339	0.8480386518	0.3323861738
1340	0.8479236167	0.3323426527
1341	0.8481536869	0.3322735179
1342	0.848268722	0.3321846801
1343	0.848268722	0.3321345139
1344	0.8481536869	0.3321016102
1345	0.8481536869	0.3320338444
1346	0.8481536869	0.3319997
1347	0.8481536869	0.3319706803
1348	0.8481536869	0.3319225335
1349	0.8481536869	0.3318997807
1350	0.848268722	0.331852806
1351	0.8484987921	0.3318057537
1352	0.8486138272	0.3317505349
1353	0.8486138272	0.331689066
1354	0.8488438974	0.3316348211
1355	0.8487288623	0.3315877325
1356	0.8489589325	0.3315522581
1357	0.8487288623	0.3314953109
1358	0.8487288623	0.3314559706
1359	0.8490739676	0.3314171679
1360	0.8490739676	0.3313380304
1361	0.8490739676	0.3312745711
1362	0.8489589325	0.3312192556
1363	0.8490739676	0.3311647691
1364	0.8491890026	0.3311100044
1365	0.8491890026	0.3310768911
1366	0.8495341079	0.3309684587
1367	0.8497641781	0.3309044714
1368	0.8499942482	0.3308469371
1369	0.8499942482	0.3307764195
1370	0.8499942482	0.3307367957
1371	0.8499942482	0.3307026546
1372	0.8498792132	0.3306625543
1373	0.8498792132	0.3306095818
1374	0.8501092833	0.3305491234
1375	0.8501092833	0.3304753643
1376	0.8501092833	0.330426955
1377	0.8501092833	0.3303825356
1378	0.8501092833	0.3303524328
1379	0.8501092833	0.3302847737
1380	0.8501092833	0.3302407599
1381	0.8501092833	0.330163199
1382	0.8504543886	0.3301208154
1383	0.8503393535	0.3300867514
1384	0.8501092833	0.33005318
1385	0.8501092833	0.3300081162
1386	0.8501092833	0.3299717688
1387	0.8501092833	0.3299167291
1388	0.8498792132	0.3298788347
1389	0.8501092833	0.3298204759
1390	0.8503393535	0.3297898637
1391	0.8504543886	0.3297447409
1392	0.8504543886	0.3296863435
1393	0.8504543886	0.3296467813
1394	0.8507994938	0.3295824976
1395	0.8507994938	0.3295509649
1396	0.8506844588	0.32951845
1397	0.8506844588	0.3294835718
1398	0.8506844588	0.3294356773
1399	0.8507994938	0.3293837481
1400	0.851029564	0.3293182587
1401	0.8512596342	0.3292695335
1402	0.8512596342	0.3292179086
1403	0.8513746693	0.3291575188
1404	0.8513746693	0.3291321131
1405	0.8514897044	0.3290903074
1406	0.8516047394	0.3290009527
1407	0.8516047394	0.3289557616
1408	0.8516047394	0.328892894
1409	0.8516047394	0.3288628929
1410	0.8518348096	0.3287965325
1411	0.8518348096	0.328752009
1412	0.8518348096	0.3286929545
1413	0.8519498447	0.3286112264
1414	0.8517197745	0.3285606483
1415	0.8517197745	0.3285042934
1416	0.8517197745	0.3284423708
1417	0.8514897044	0.3284159595
1418	0.8514897044	0.3283776596
1419	0.8514897044	0.3283280817
1420	0.8516047394	0.3282775718
1421	0.8517197745	0.3282471327
1422	0.8518348096	0.3281917882
1423	0.8519498447	0.3281373623
1424	0.8521799149	0.3281057072
1425	0.852409985	0.328052326
1426	0.8525250201	0.3280083703
1427	0.852409985	0.3279663002
1428	0.85229495	0.3278699643
1429	0.8520648798	0.3278084589
1430	0.8520648798	0.3277566441
1431	0.8518348096	0.3277308153
1432	0.8519498447	0.3277014357
1433	0.8520648798	0.327647272
1434	0.8519498447	0.3275869475
1435	0.8520648798	0.3275270202
1436	0.8519498447	0.3274884576
1437	0.8520648798	0.3274504389
1438	0.8519498447	0.3273986856
1439	0.8519498447	0.3273460634
1440	0.8519498447	0.327325186
1441	0.8519498447	0.3272744353
1442	0.8519498447	0.327221076
1443	0.8520648798	0.3271720373
1444	0.8526400552	0.3271145475
1445	0.852409985	0.3270905587
1446	0.8525250201	0.3270461588
1447	0.8525250201	0.3270151386
1448	0.8527550903	0.3269424222
1449	0.8528701254	0.3268834155
1450	0.8528701254	0.3268485269
1451	0.8527550903	0.3267964684
1452	0.8527550903	0.3267583462
1453	0.8525250201	0.3267041289
1454	0.8527550903	0.3266496441
1455	0.8526400552	0.3266007153
1456	0.8527550903	0.3265560933
1457	0.8527550903	0.326498733
1458	0.8528701254	0.3264384005
1459	0.8528701254	0.3263869484
1460	0.8525250201	0.3263262683
1461	0.8526400552	0.3262970915
1462	0.8527550903	0.3262739734
1463	0.8526400552	0.3262478936
1464	0.8525250201	0.3262223525
1465	0.8526400552	0.3261727569
1466	0.8526400552	0.3261241846
1467	0.8525250201	0.3260741555
1468	0.8527550903	0.3260358055
1469	0.8531001956	0.3259821138
1470	0.8531001956	0.3259449628
1471	0.8529851605	0.3258871367
1472	0.8529851605	0.3258407369
1473	0.8529851605	0.3257691595
1474	0.8529851605	0.3257400796
1475	0.8532152306	0.3256953832
1476	0.8532152306	0.3256539651
1477	0.8533302657	0.3256044341
1478	0.8535603359	0.3255335748
1479	0.8535603359	0.3255067347
1480	0.8534453008	0.3254532931
1481	0.8532152306	0.3254092266
1482	0.8533302657	0.325355709
1483	0.8533302657	0.3253068768
1484	0.8533302657	0.3252600937
1485	0.8531001956	0.3252020974
1486	0.8531001956	0.3251306156
1487	0.8531001956	0.3250935181
1488	0.8531001956	0.3250558612
1489	0.8531001956	0.3250169375
1490	0.8531001956	0.3249795054
1491	0.8531001956	0.3249538841
1492	0.8533302657	0.3249089168
1493	0.8532152306	0.3248360422
1494	0.8532152306	0.3247717036
1495	0.8532152306	0.3247177761
1496	0.8533302657	0.3246705118
1497	0.8533302657	0.3245983902
1498	0.8534453008	0.3245171839
1499	0.8535603359	0.3244620862
1500	0.8534453008	0.3243693647
1501	0.853675371	0.3243177781
1502	0.853675371	0.3242568024
1503	0.8537904061	0.3242189648
1504	0.8539054412	0.3241723495
1505	0.8539054412	0.3241322416
1506	0.8539054412	0.3240842299
1507	0.8539054412	0.3240611585
1508	0.8537904061	0.3240207633
1509	0.8540204762	0.3239858239
1510	0.8540204762	0.3239238347
1511	0.8540204762	0.3238846639
1512	0.8542505464	0.3237880874
1513	0.8541355113	0.323750776
1514	0.8541355113	0.3236994791
1515	0.8541355113	0.3236759459
1516	0.8541355113	0.323630749
1517	0.8539054412	0.3235859
1518	0.8539054412	0.3235452562
1519	0.8539054412	0.3235087934
1520	0.8539054412	0.3234853416
1521	0.8539054412	0.3234593647
1522	0.8537904061	0.3234140098
1523	0.8540204762	0.3233647731
1524	0.8540204762	0.3233208364
1525	0.8542505464	0.323261431
1526	0.8544806166	0.3232171624
1527	0.8542505464	0.3231687244
1528	0.8541355113	0.323121678
1529	0.8543655815	0.3230829721
1530	0.8544806166	0.3229873527
1531	0.8544806166	0.3229634343
1532	0.8549407569	0.3229130153
1533	0.8547106868	0.3228654993
1534	0.8548257218	0.3228288869
1535	0.8547106868	0.3227950242
1536	0.8547106868	0.3227653987
1537	0.8547106868	0.3227160032
1538	0.8543655815	0.3226704847
1539	0.8543655815	0.3226484497
1540	0.8545956517	0.3225822826
1541	0.8547106868	0.3225325543
1542	0.8548257218	0.3224953393
1543	0.8548257218	0.3224577162
1544	0.855055792	0.3224080196
1545	0.8549407569	0.3223651772
1546	0.8549407569	0.3223387757
1547	0.8549407569	0.3222824895
1548	0.8548257218	0.3222123155
1549	0.8547106868	0.322157182
1550	0.8547106868	0.322132271
1551	0.8547106868	0.3220865016
1552	0.8547106868	0.3220435494
1553	0.8547106868	0.3219958893
1554	0.8547106868	0.3219732668
1555	0.8547106868	0.3219405553
1556	0.8547106868	0.3218931786
1557	0.8547106868	0.3218708548
1558	0.8549407569	0.3218301865
1559	0.8549407569	0.3217687672
1560	0.8552858622	0.3217288565
1561	0.8551708271	0.3216625346
1562	0.8551708271	0.3216147809
1563	0.8551708271	0.3215891359
1564	0.8554008973	0.3215235411
1565	0.8555159324	0.3214715921
1566	0.8556309674	0.3214392834
1567	0.8555159324	0.3213812979
1568	0.8551708271	0.3213427198
1569	0.8552858622	0.3213043827
1570	0.8555159324	0.3212510816
1571	0.8554008973	0.3212235984
1572	0.8552858622	0.3211824031
1573	0.8554008973	0.3211524341
1574	0.8555159324	0.3211088687
1575	0.8556309674	0.3210496046
1576	0.8556309674	0.3210063941
1577	0.8558610376	0.3209872725
1578	0.8557460025	0.3209403565
1579	0.8558610376	0.3209174967
1580	0.8558610376	0.3208984417
1581	0.8558610376	0.3208525557
1582	0.8558610376	0.3207749337
1583	0.8554008973	0.3207237291
1584	0.8556309674	0.32065786
1585	0.8556309674	0.3206267204
1586	0.8556309674	0.3205907184
1587	0.8557460025	0.3205668894
1588	0.8556309674	0.3205260605
1589	0.8556309674	0.3204915696
1590	0.8556309674	0.3204495787
1591	0.8556309674	0.3204186019
1592	0.8556309674	0.3203849145
1593	0.8555159324	0.3203159668
1594	0.8557460025	0.3202521564
1595	0.8557460025	0.3201876187
1596	0.8560911078	0.3201460086
1597	0.8558610376	0.3200943266
1598	0.8560911078	0.3200492507
1599	0.8557460025	0.3199852285
1600	0.8558610376	0.3199584105
1601	0.8559760727	0.3199359827
1602	0.8558610376	0.3198877952
1603	0.856436213	0.3198555976
1604	0.856321178	0.3197924069
1605	0.856321178	0.3197314693
1606	0.856321178	0.3196981404
1607	0.856436213	0.3196761836
1608	0.856436213	0.3196131212
1609	0.856436213	0.319598242
1610	0.8565512481	0.3195620797
1611	0.8567813183	0.3195297035
1612	0.8565512481	0.3194693026
1613	0.8566662832	0.3194457374
1614	0.8566662832	0.3194037481
1615	0.8567813183	0.3193649169
1616	0.8570113885	0.3193378623
1617	0.8570113885	0.3193060259
1618	0.8566662832	0.3192631402
1619	0.8568963534	0.3192161572
1620	0.8568963534	0.3191731724
1621	0.8571264236	0.3191016096
1622	0.8571264236	0.3190233434
1623	0.8570113885	0.318980693
1624	0.8568963534	0.3189345214
1625	0.8568963534	0.3188864044
1626	0.8567813183	0.3188461375
1627	0.8568963534	0.3187696993
1628	0.8572414586	0.3187229967
1629	0.8571264236	0.3186827267
1630	0.8571264236	0.3186579109
1631	0.8570113885	0.3186268808
1632	0.8570113885	0.3185801874
1633	0.8571264236	0.3185168023
1634	0.8571264236	0.3184594145
1635	0.8573564937	0.3184077363
1636	0.8572414586	0.3183783542
1637	0.8573564937	0.3183556331
1638	0.8573564937	0.3183268571
1639	0.8572414586	0.3182706238
1640	0.8573564937	0.318218178
1641	0.8574715288	0.3181855138
1642	0.857701599	0.3181388688
1643	0.857701599	0.318097727
1644	0.8573564937	0.3180513691
1645	0.8573564937	0.3180069994
1646	0.8571264236	0.3179610691
1647	0.8573564937	0.3179152618
1648	0.8574715288	0.3178430272
1649	0.857701599	0.3177975565
1650	0.8580467042	0.3177506206
1651	0.8579316692	0.3177304735
1652	0.8580467042	0.3176844726
1653	0.8580467042	0.3176519542
1654	0.8581617393	0.3176041931
1655	0.8581617393	0.3175835342
1656	0.8581617393	0.3175561913
1657	0.8580467042	0.3175260944
1658	0.8579316692	0.3174536425
1659	0.8579316692	0.3174301215
1660	0.8579316692	0.3173817168
1661	0.8579316692	0.3173552065
1662	0.8580467042	0.3173035873
1663	0.8578166341	0.3172419457
1664	0.857701599	0.3171854456
1665	0.857701599	0.3171243106
1666	0.8578166341	0.3170921989
1667	0.8578166341	0.3170253441
1668	0.8579316692	0.3169668727
1669	0.8578166341	0.3169174497
1670	0.8579316692	0.3168253082
1671	0.8579316692	0.3168049855
1672	0.8578166341	0.3167590223
1673	0.8578166341	0.3167165207
1674	0.8579316692	0.3166758969
1675	0.8578166341	0.3166512374
1676	0.8578166341	0.316624349
1677	0.8578166341	0.3165879104
1678	0.8578166341	0.31654351
1679	0.8578166341	0.3165104087
1680	0.8578166341	0.3164689512
1681	0.857701599	0.3163834606
1682	0.8578166341	0.3163378554
1683	0.8579316692	0.3162944782
1684	0.8580467042	0.316265189
1685	0.8580467042	0.3162457458
1686	0.8581617393	0.3162156155
1687	0.8583918095	0.3161452774
1688	0.8585068446	0.3160986067
1689	0.8585068446	0.3160653764
1690	0.8585068446	0.3160178566
1691	0.8583918095	0.3159919448
1692	0.8583918095	0.3159530566
1693	0.8582767744	0.3158878018
1694	0.8583918095	0.3158590744
1695	0.8585068446	0.3158321171
1696	0.8586218797	0.3157739933
1697	0.8586218797	0.3157495227
1698	0.8583918095	0.3156953852
1699	0.8582767744	0.3156665737
1700	0.8582767744	0.3156367481
1701	0.8583918095	0.3156074395
1702	0.8583918095	0.3155578705
1703	0.8583918095	0.3155080017
1704	0.8585068446	0.3154721524
1705	0.8585068446	0.3154435541
1706	0.8582767744	0.3154135576
1707	0.8586218797	0.3153712486
1708	0.8585068446	0.3152978285
1709	0.8585068446	0.3152784186
1710	0.8585068446	0.3152195883
1711	0.8583918095	0.3151727185
1712	0.8583918095	0.3151488886
1713	0.8583918095	0.3150817943
1714	0.8583918095	0.3150594658
1715	0.8585068446	0.3150098596
1716	0.8585068446	0.3149611065
1717	0.8586218797	0.3148731949
1718	0.8586218797	0.3148418864
1719	0.8586218797	0.3148163623
1720	0.8586218797	0.314786317
