iter	Accuracy	Logloss
1721	0.8586218797	0.3147494376
1722	0.8587369148	0.3147150101
1723	0.8586218797	0.3146429049
1724	0.8586218797	0.3145642276
1725	0.8587369148	0.314523657
1726	0.8586218797	0.314458047
1727	0.8586218797	0.3143869906
1728	0.8586218797	0.3143438143
1729	0.8587369148	0.3142815285
1730	0.8587369148	0.3142641588
1731	0.8589669849	0.3142305418
1732	0.8587369148	0.3141876395
1733	0.8589669849	0.3141294957
1734	0.8588519498	0.3140783113
1735	0.8587369148	0.3140132272
1736	0.8588519498	0.3139772742
1737	0.8589669849	0.3139515503
1738	0.85908202	0.3138943289
1739	0.85908202	0.3138586998
1740	0.85908202	0.3138292489
1741	0.85908202	0.3138034039
1742	0.8593120902	0.3137594658
1743	0.8594271253	0.3136884169
1744	0.8595421604	0.3136565594
1745	0.8595421604	0.313617373
1746	0.8596571954	0.3135652577
1747	0.8597722305	0.3135355275
1748	0.8597722305	0.3134990313
1749	0.8596571954	0.3134460199
1750	0.8596571954	0.3134034017
1751	0.8596571954	0.3133842805
1752	0.8597722305	0.3133477397
1753	0.8597722305	0.3133037377
1754	0.8597722305	0.3132776565
1755	0.8596571954	0.3132228885
1756	0.8600023007	0.3131876848
1757	0.8601173358	0.3131450053
1758	0.8600023007	0.313122225
1759	0.8598872656	0.3130852161
1760	0.8600023007	0.3130539392
1761	0.8601173358	0.3129872557
1762	0.860347406	0.3129182386
1763	0.860347406	0.3128704567
1764	0.8601173358	0.3128163031
1765	0.8600023007	0.312791014
1766	0.8601173358	0.3127521024
1767	0.8598872656	0.312725676
1768	0.8600023007	0.3126783426
1769	0.8600023007	0.3126588781
1770	0.8596571954	0.3125975057
1771	0.8596571954	0.3125811127
1772	0.8595421604	0.3125456353
1773	0.8597722305	0.3124916814
1774	0.8597722305	0.3124545684
1775	0.8597722305	0.3124197857
1776	0.8596571954	0.3123900112
1777	0.8596571954	0.3123450803
1778	0.8595421604	0.3123084518
1779	0.8595421604	0.3122694053
1780	0.8595421604	0.3122431711
1781	0.8596571954	0.3122237331
1782	0.8595421604	0.3122033794
1783	0.8595421604	0.3121753503
1784	0.8594271253	0.3121267753
1785	0.8594271253	0.3121067266
1786	0.8596571954	0.3120435035
1787	0.8596571954	0.3119740593
1788	0.8596571954	0.3119399347
1789	0.8596571954	0.311913705
1790	0.8596571954	0.311871967
1791	0.8597722305	0.3118390065
1792	0.8598872656	0.3118009568
1793	0.8598872656	0.3117643797
1794	0.8597722305	0.3117277584
1795	0.8596571954	0.3116447386
1796	0.8596571954	0.3116247525
1797	0.8596571954	0.3115582025
1798	0.8596571954	0.3115194951
1799	0.8597722305	0.3114772646
1800	0.8597722305	0.311448005
1801	0.8596571954	0.3114124797
1802	0.8595421604	0.3113373027
1803	0.8595421604	0.3112668778
1804	0.8595421604	0.3112412484
1805	0.8595421604	0.3112064421
1806	0.8597722305	0.3111443414
1807	0.8597722305	0.3110975527
1808	0.8597722305	0.3110737753
1809	0.8597722305	0.3110203067
1810	0.8596571954	0.3109852799
1811	0.8595421604	0.3109496857
1812	0.8595421604	0.3109163778
1813	0.8595421604	0.3108868867
1814	0.8597722305	0.3108458143
1815	0.8597722305	0.3108132958
1816	0.8600023007	0.3107584162
1817	0.8598872656	0.3106975393
1818	0.8601173358	0.3106729699
1819	0.8602323709	0.3106303315
1820	0.8602323709	0.3105702162
1821	0.8601173358	0.3105359738
1822	0.860347406	0.3104866934
1823	0.8602323709	0.3104535137
1824	0.8602323709	0.3103941329
1825	0.860347406	0.3103749697
1826	0.860347406	0.3103508429
1827	0.860347406	0.3103147088
1828	0.860462441	0.3102903371
1829	0.860462441	0.3102658475
1830	0.860462441	0.3102382756
1831	0.860347406	0.3100874662
1832	0.8602323709	0.3100593865
1833	0.8601173358	0.3100079362
1834	0.8601173358	0.3099852374
1835	0.8602323709	0.3099648625
1836	0.8602323709	0.3099490288
1837	0.860347406	0.3099153904
1838	0.860347406	0.3098994419
1839	0.8605774761	0.3098582971
1840	0.8605774761	0.3098331494
1841	0.8605774761	0.3097973688
1842	0.8606925112	0.3097647926
1843	0.8606925112	0.3097349494
1844	0.8605774761	0.3096788874
1845	0.8606925112	0.309653542
1846	0.8605774761	0.3096205944
1847	0.8608075463	0.3095808479
1848	0.8608075463	0.3095164319
1849	0.8606925112	0.3094804103
1850	0.8608075463	0.3094178074
1851	0.8608075463	0.3093622587
1852	0.8608075463	0.3093144041
1853	0.8610376165	0.3092688353
1854	0.8610376165	0.3092342429
1855	0.8610376165	0.3092087383
1856	0.8611526516	0.3091589489
1857	0.8611526516	0.3091244365
1858	0.8611526516	0.3090858927
1859	0.8611526516	0.3090538472
1860	0.8612676866	0.3090148471
1861	0.8612676866	0.3089902432
1862	0.8612676866	0.3089194406
1863	0.8612676866	0.3088808386
1864	0.8612676866	0.3088452579
1865	0.8612676866	0.3088109733
1866	0.8613827217	0.3087804049
1867	0.8613827217	0.3087557146
1868	0.8612676866	0.3087122881
1869	0.8611526516	0.3086533032
1870	0.8611526516	0.3086118415
1871	0.8611526516	0.3085502414
1872	0.8610376165	0.3085051322
1873	0.8611526516	0.3084555738
1874	0.8613827217	0.3084382705
1875	0.8613827217	0.3083995966
1876	0.8614977568	0.3083690773
1877	0.8614977568	0.3082791266
1878	0.8616127919	0.3082213503
1879	0.8616127919	0.3082003061
1880	0.8616127919	0.3081575027
1881	0.8614977568	0.3081196087
1882	0.861727827	0.3080744334
1883	0.861727827	0.3080350701
1884	0.8623030024	0.3079915012
1885	0.8620729322	0.3079553743
1886	0.8620729322	0.3079084388
1887	0.8620729322	0.3078867147
1888	0.8619578972	0.3078258733
1889	0.8619578972	0.3077810335
1890	0.8619578972	0.3077627675
1891	0.8621879673	0.3077163042
1892	0.8621879673	0.3076838403
1893	0.8623030024	0.3076566526
1894	0.8623030024	0.3075988365
1895	0.8623030024	0.307575213
1896	0.8623030024	0.307532537
1897	0.8623030024	0.3074733257
1898	0.8623030024	0.3074389389
1899	0.8623030024	0.3073920945
1900	0.8621879673	0.3073319096
1901	0.8621879673	0.3073079305
1902	0.8621879673	0.3072835183
1903	0.8621879673	0.3072274388
1904	0.8623030024	0.3071836612
1905	0.8623030024	0.3071668429
1906	0.8623030024	0.3071284088
1907	0.8624180375	0.3071006643
1908	0.8621879673	0.3070530572
1909	0.8623030024	0.3070126552
1910	0.8623030024	0.3069679891
1911	0.8623030024	0.306936162
1912	0.8623030024	0.3069127945
1913	0.8623030024	0.3068795529
1914	0.8623030024	0.3068436493
1915	0.8623030024	0.3067907707
1916	0.8627631428	0.3067252842
1917	0.8628781778	0.3066970982
1918	0.8628781778	0.3066651556
1919	0.8629932129	0.3066160568
1920	0.8629932129	0.3065804807
1921	0.8629932129	0.3065329532
1922	0.863108248	0.3065050112
1923	0.8632232831	0.3064628744
1924	0.8632232831	0.3064290604
1925	0.8632232831	0.3063781289
1926	0.863108248	0.3063346589
1927	0.8632232831	0.3062912556
1928	0.863108248	0.3062487763
1929	0.863108248	0.3061894398
1930	0.8632232831	0.3061615328
1931	0.8634533533	0.3061270239
1932	0.8633383182	0.3060961329
1933	0.8632232831	0.3060545689
1934	0.863108248	0.3060078527
1935	0.863108248	0.3059940437
1936	0.8629932129	0.3059467466
1937	0.863108248	0.3059026606
1938	0.8629932129	0.3058793814
1939	0.863108248	0.3058586902
1940	0.863108248	0.3058388496
1941	0.863108248	0.3057921408
1942	0.863108248	0.3057613831
1943	0.863108248	0.3057111408
1944	0.8632232831	0.3056861212
1945	0.863108248	0.3056489204
1946	0.8632232831	0.3056181791
1947	0.863108248	0.3055852117
1948	0.8632232831	0.3055460933
1949	0.8632232831	0.3055002111
1950	0.8632232831	0.305469128
1951	0.8632232831	0.3054409651
1952	0.8632232831	0.3053779477
1953	0.8633383182	0.3053225621
1954	0.8634533533	0.305299603
1955	0.8633383182	0.3052743662
1956	0.8633383182	0.305257826
1957	0.8632232831	0.3052372701
1958	0.8633383182	0.3052055106
1959	0.8632232831	0.3051736424
1960	0.8633383182	0.3051451107
1961	0.8632232831	0.3051014789
1962	0.8633383182	0.3050379125
1963	0.8633383182	0.3050070114
1964	0.8633383182	0.3049421465
1965	0.8635683884	0.3049136867
1966	0.8635683884	0.3048683207
1967	0.8636834234	0.3047832754
1968	0.8640285287	0.3047470719
1969	0.8640285287	0.3047256894
1970	0.8639134936	0.3046787887
1971	0.8641435638	0.3046371652
1972	0.8642585989	0.304611529
1973	0.8642585989	0.3045928512
1974	0.864373634	0.3045503128
1975	0.8641435638	0.304505866
1976	0.8642585989	0.3044598195
1977	0.8642585989	0.3044031141
1978	0.8642585989	0.3043588785
1979	0.864373634	0.3043166404
1980	0.864373634	0.3042894154
1981	0.864373634	0.3042589511
1982	0.8641435638	0.3042301678
1983	0.8642585989	0.3042013926
1984	0.8642585989	0.3041766194
1985	0.8642585989	0.3041555009
1986	0.864373634	0.3041197395
1987	0.864488669	0.3040911545
1988	0.864373634	0.3040617983
1989	0.864488669	0.3040268427
1990	0.8646037041	0.3039634458
1991	0.864373634	0.3039266895
1992	0.864373634	0.3039029017
1993	0.864488669	0.3038598399
1994	0.864488669	0.3038208351
1995	0.864373634	0.303782266
1996	0.8642585989	0.3037555524
1997	0.864373634	0.3037285374
1998	0.864373634	0.3036840633
1999	0.864373634	0.3036458165
2000	0.864373634	0.3036186503
2001	0.864373634	0.3035927119
2002	0.8642585989	0.3035697236
2003	0.864373634	0.3035259506
2004	0.864373634	0.3034754266
2005	0.864373634	0.3034307302
2006	0.864373634	0.3033879965
2007	0.8646037041	0.3033532757
2008	0.8646037041	0.3032977968
2009	0.8648337743	0.3032811073
2010	0.8648337743	0.3032583722
2011	0.8648337743	0.3032210867
2012	0.8648337743	0.3031934407
2013	0.8648337743	0.30313156
2014	0.8648337743	0.3030998321
2015	0.8648337743	0.3030789674
2016	0.8647187392	0.3030379884
2017	0.8647187392	0.3030030007
2018	0.8649488094	0.3029720065
2019	0.8649488094	0.3029423281
2020	0.8649488094	0.3029122479
2021	0.8652939146	0.3028651054
2022	0.8652939146	0.302797363
2023	0.8652939146	0.3027649263
2024	0.8654089497	0.3027119924
2025	0.8655239848	0.3026818132
2026	0.8656390199	0.3026115478
2027	0.8656390199	0.3025746195
2028	0.8656390199	0.3025439093
2029	0.8658690901	0.3025093187
2030	0.8659841252	0.3024565183
2031	0.8658690901	0.3024300643
2032	0.8659841252	0.3024060572
2033	0.8659841252	0.3023673898
2034	0.8658690901	0.3023328128
2035	0.8658690901	0.3023082842
2036	0.8658690901	0.3022616957
2037	0.8659841252	0.3022190828
2038	0.8659841252	0.3021720907
2039	0.8662141953	0.3021366922
2040	0.8663292304	0.3021190046
2041	0.8665593006	0.302087855
2042	0.8665593006	0.3020227672
2043	0.8665593006	0.3019955712
2044	0.8665593006	0.3019689998
2045	0.8663292304	0.3019342808
2046	0.8663292304	0.3019006269
2047	0.8662141953	0.3018832226
2048	0.8663292304	0.301832894
2049	0.8663292304	0.3018006964
2050	0.8663292304	0.3017836978
2051	0.8664442655	0.301747501
2052	0.8664442655	0.3017274463
2053	0.8664442655	0.3016952227
2054	0.8664442655	0.301664443
2055	0.8664442655	0.3016266386
2056	0.8664442655	0.3016013619
2057	0.8663292304	0.3015557333
2058	0.8663292304	0.3015357881
2059	0.8664442655	0.3015137821
2060	0.8664442655	0.3014783043
2061	0.8663292304	0.3014320272
2062	0.8663292304	0.3014091149
2063	0.8663292304	0.3013853415
2064	0.8665593006	0.3013245075
2065	0.8665593006	0.3012962788
2066	0.8665593006	0.3012526042
2067	0.8665593006	0.3012133778
2068	0.8664442655	0.3011866028
2069	0.8663292304	0.3011521479
2070	0.8662141953	0.3011301795
2071	0.8663292304	0.3010995848
2072	0.8663292304	0.3010657569
2073	0.8664442655	0.3010166493
2074	0.8664442655	0.300956461
2075	0.8664442655	0.3009308694
2076	0.8664442655	0.3009078425
2077	0.8663292304	0.3008838103
2078	0.8662141953	0.3008286011
2079	0.8663292304	0.3007830652
2080	0.8663292304	0.3007162529
2081	0.8663292304	0.3006993446
2082	0.8664442655	0.3006731347
2083	0.8664442655	0.3006488588
2084	0.8663292304	0.300614113
2085	0.8665593006	0.3005486037
2086	0.8667893708	0.3005085095
2087	0.8667893708	0.3004884619
2088	0.8667893708	0.3004561625
2089	0.8667893708	0.300433694
2090	0.8666743357	0.3003899892
2091	0.8663292304	0.3003574169
2092	0.8663292304	0.3002931273
2093	0.8663292304	0.300266827
2094	0.8664442655	0.3002239053
2095	0.8664442655	0.3002037972
2096	0.8664442655	0.3001667738
2097	0.8664442655	0.3001365435
2098	0.8664442655	0.3001143468
2099	0.8665593006	0.300080966
2100	0.8665593006	0.3000302613
2101	0.8667893708	0.2999937446
2102	0.8667893708	0.2999570438
2103	0.8669044058	0.2999440509
2104	0.8669044058	0.2999118726
2105	0.8667893708	0.299874094
2106	0.8667893708	0.2998326013
2107	0.8667893708	0.2998115592
2108	0.8667893708	0.2997711364
2109	0.8667893708	0.2997269263
2110	0.8669044058	0.2996915657
2111	0.8669044058	0.2996625538
2112	0.8669044058	0.2996085764
2113	0.867134476	0.2995710348
2114	0.867134476	0.2995557616
2115	0.867134476	0.2995254194
2116	0.8669044058	0.2994891265
2117	0.8669044058	0.299439799
2118	0.8670194409	0.2994237218
2119	0.867134476	0.2994007736
2120	0.867134476	0.2993556712
2121	0.867134476	0.299323278
2122	0.867134476	0.2992908422
2123	0.8669044058	0.2992668631
2124	0.8669044058	0.2992495395
2125	0.8669044058	0.2992015792
2126	0.8670194409	0.2991656516
2127	0.8672495111	0.2991257804
2128	0.8673645462	0.299067978
2129	0.8673645462	0.2990378841
2130	0.8674795813	0.2990121815
2131	0.8673645462	0.2989715289
2132	0.8672495111	0.2989425355
2133	0.8672495111	0.2989123239
2134	0.8672495111	0.2988494291
2135	0.8672495111	0.298830437
2136	0.8672495111	0.2987977326
2137	0.8672495111	0.298767948
2138	0.8672495111	0.2987395536
2139	0.8673645462	0.2986858035
2140	0.8672495111	0.2986639987
2141	0.8674795813	0.2986271201
2142	0.8674795813	0.2985807409
2143	0.8674795813	0.2985317666
2144	0.8674795813	0.298469487
2145	0.8674795813	0.2984287468
2146	0.8677096514	0.2983928869
2147	0.8674795813	0.2983678557
2148	0.8674795813	0.298331554
2149	0.8675946164	0.2982917413
2150	0.8674795813	0.2982542281
2151	0.8673645462	0.2981916066
2152	0.8674795813	0.2981388654
2153	0.8675946164	0.2981092537
2154	0.8673645462	0.2980862469
2155	0.8675946164	0.2980165474
2156	0.8677096514	0.2979575124
2157	0.8677096514	0.2979208314
2158	0.8679397216	0.2978916918
2159	0.8679397216	0.2978626027
2160	0.8678246865	0.2978350153
2161	0.8678246865	0.2977833367
2162	0.8680547567	0.2977218404
2163	0.8681697918	0.2976791021
2164	0.8681697918	0.2976457928
2165	0.8681697918	0.2975855315
2166	0.8680547567	0.2975682182
2167	0.8680547567	0.2975347793
2168	0.8682848269	0.2974935192
2169	0.8682848269	0.2974595964
2170	0.8682848269	0.2974415678
2171	0.8682848269	0.2973926944
2172	0.8682848269	0.2973474031
2173	0.868399862	0.2972871647
2174	0.868399862	0.2972458226
2175	0.868399862	0.2972035856
2176	0.868399862	0.2971849353
2177	0.8682848269	0.2971494309
2178	0.868399862	0.297116044
2179	0.868399862	0.2970933849
2180	0.8682848269	0.2970355305
2181	0.868399862	0.2969777227
2182	0.868399862	0.2969564126
2183	0.868399862	0.2969056926
2184	0.868514897	0.2968800283
2185	0.868514897	0.2968547382
2186	0.868399862	0.2968210725
2187	0.868399862	0.2967998063
2188	0.868399862	0.2967697339
2189	0.868399862	0.2967525466
2190	0.868399862	0.2967215166
2191	0.868399862	0.2966911701
2192	0.868399862	0.2966497728
2193	0.868399862	0.2965867922
2194	0.868514897	0.2965563698
2195	0.868399862	0.2965131352
2196	0.868514897	0.2964994002
2197	0.868514897	0.296448838
2198	0.868514897	0.2964156603
2199	0.8686299321	0.2963599952
2200	0.8687449672	0.2963281451
2201	0.8686299321	0.2962930801
2202	0.8687449672	0.296267119
2203	0.8687449672	0.2962395673
2204	0.868514897	0.2961837009
2205	0.868514897	0.2961560665
2206	0.868514897	0.2961161171
2207	0.868514897	0.2960549214
2208	0.868399862	0.2960256429
2209	0.8686299321	0.2959670225
2210	0.8686299321	0.295943477
2211	0.8688600023	0.2959156163
2212	0.8690900725	0.2958637354
2213	0.8690900725	0.2958441028
2214	0.8690900725	0.2958167622
2215	0.8692051076	0.2957865251
2216	0.8693201426	0.2957379532
2217	0.8694351777	0.2956969211
2218	0.8693201426	0.295668122
2219	0.8693201426	0.2956391828
2220	0.8694351777	0.2956053068
2221	0.8694351777	0.295570864
2222	0.8695502128	0.295541719
2223	0.8694351777	0.2954982921
2224	0.8694351777	0.2954706922
2225	0.8694351777	0.2954124299
2226	0.8694351777	0.2953712585
2227	0.8693201426	0.2953416069
2228	0.8694351777	0.2953160773
2229	0.8694351777	0.2951850353
2230	0.8694351777	0.2951620601
2231	0.8694351777	0.2951174829
2232	0.8696652479	0.295067955
2233	0.8694351777	0.295035979
2234	0.869780283	0.2950036552
2235	0.8700103532	0.2949658821
2236	0.8698953181	0.2949135645
2237	0.8698953181	0.2948644879
2238	0.8701253882	0.2948197298
2239	0.8702404233	0.2947898336
2240	0.8701253882	0.2947620476
2241	0.8701253882	0.294738348
2242	0.8698953181	0.2946903237
2243	0.8698953181	0.2946417224
2244	0.8698953181	0.2946229885
2245	0.869780283	0.294546627
2246	0.869780283	0.2944981874
2247	0.8701253882	0.2944636822
2248	0.8701253882	0.2944304641
2249	0.8701253882	0.2944196721
2250	0.8701253882	0.2943734873
2251	0.8701253882	0.2943182337
2252	0.8701253882	0.2942899882
2253	0.8701253882	0.2942684985
2254	0.8702404233	0.2942417182
2255	0.8702404233	0.2942126569
2256	0.8705855286	0.2941849391
2257	0.8705855286	0.2941563843
2258	0.8704704935	0.2941356517
2259	0.8704704935	0.2940764655
2260	0.8705855286	0.2940577685
2261	0.8707005637	0.2940353641
2262	0.8710456689	0.2939877995
2263	0.8708155988	0.293951618
2264	0.8707005637	0.2939150297
2265	0.8708155988	0.2938634743
2266	0.8707005637	0.2938306724
2267	0.8704704935	0.2937960406
2268	0.8703554584	0.293762455
2269	0.8708155988	0.2937316616
2270	0.8708155988	0.2936811587
2271	0.8708155988	0.2936480345
2272	0.8710456689	0.2936035319
2273	0.8709306338	0.2935595134
2274	0.8709306338	0.2935215309
2275	0.8708155988	0.2934786172
2276	0.8708155988	0.2934618067
2277	0.8708155988	0.2934274245
2278	0.871160704	0.2933912921
2279	0.871160704	0.2933742914
2280	0.8712757391	0.2933498851
2281	0.8712757391	0.2932942435
2282	0.8715058093	0.293247963
2283	0.8715058093	0.2932313601
2284	0.8713907742	0.2932096392
2285	0.8713907742	0.2931591902
2286	0.8713907742	0.2931334438
2287	0.8713907742	0.2931084923
2288	0.8713907742	0.2930825125
2289	0.871160704	0.2930172229
2290	0.871160704	0.2929618872
2291	0.8710456689	0.2929414408
2292	0.8710456689	0.2929205115
2293	0.8710456689	0.2928868057
2294	0.8710456689	0.2928594037
2295	0.871160704	0.2928294872
2296	0.871160704	0.2928031469
2297	0.871160704	0.2927840506
2298	0.8710456689	0.2927496999
2299	0.8710456689	0.2927302888
2300	0.8712757391	0.2926748781
2301	0.8712757391	0.292646917
2302	0.8712757391	0.2926195706
2303	0.871160704	0.2925988901
2304	0.871160704	0.2925710889
2305	0.871160704	0.2925269027
2306	0.871160704	0.292472681
2307	0.871160704	0.2924435446
2308	0.8712757391	0.2923903747
2309	0.8710456689	0.292364563
2310	0.8712757391	0.2923282312
2311	0.8712757391	0.2922776979
2312	0.871160704	0.2922598753
2313	0.871160704	0.2922451825
2314	0.871160704	0.2922160408
2315	0.871160704	0.2922044818
2316	0.8712757391	0.2921839861
2317	0.8715058093	0.2921634929
2318	0.8713907742	0.2921143529
2319	0.8713907742	0.2920771211
2320	0.8715058093	0.2920294349
2321	0.8713907742	0.2919994815
2322	0.8715058093	0.2919503422
2323	0.8715058093	0.2919367389
2324	0.8715058093	0.2919053895
2325	0.8715058093	0.2918588942
2326	0.8715058093	0.2918354336
2327	0.8715058093	0.2918184476
2328	0.8715058093	0.291793556
2329	0.8716208444	0.2917492728
2330	0.8716208444	0.2916863465
2331	0.8716208444	0.2916386811
2332	0.8716208444	0.2916030663
2333	0.8716208444	0.2915827245
2334	0.8716208444	0.291568687
2335	0.8716208444	0.2915389523
2336	0.8716208444	0.2915167463
2337	0.8715058093	0.2914937551
2338	0.8715058093	0.2914603313
2339	0.8716208444	0.291429863
2340	0.8717358794	0.2913961102
2341	0.8720809847	0.2913612584
2342	0.8719659496	0.2913245399
2343	0.8718509145	0.291302827
2344	0.8717358794	0.2912679641
2345	0.8718509145	0.2912466181
2346	0.8718509145	0.2912071181
2347	0.8718509145	0.2911916009
2348	0.8717358794	0.2911626135
2349	0.8717358794	0.2911360611
2350	0.8717358794	0.2911043118
2351	0.8717358794	0.2910654849
2352	0.8718509145	0.2910290729
2353	0.8717358794	0.29098178
2354	0.8718509145	0.2909433748
2355	0.8718509145	0.2909112223
2356	0.8717358794	0.2908899167
2357	0.8717358794	0.2908597558
2358	0.8718509145	0.2908180791
2359	0.8719659496	0.2907839222
2360	0.8719659496	0.2907560112
2361	0.8720809847	0.2907353322
2362	0.8720809847	0.2907086382
2363	0.8718509145	0.2906795464
2364	0.8720809847	0.290647993
2365	0.8719659496	0.2906082913
2366	0.8720809847	0.2905894716
2367	0.8719659496	0.2905318544
2368	0.8720809847	0.2905055195
2369	0.8721960198	0.2904539257
2370	0.8723110549	0.2904308968
2371	0.87242609	0.2903944993
2372	0.872541125	0.2903696207
2373	0.87242609	0.2903410916
2374	0.8726561601	0.2903033435
2375	0.87242609	0.2902779512
2376	0.87242609	0.2902581589
2377	0.87242609	0.29022976
2378	0.8723110549	0.2902117201
2379	0.8723110549	0.2901815127
2380	0.8723110549	0.2901571397
2381	0.8723110549	0.2901256224
2382	0.8723110549	0.2901021865
2383	0.872541125	0.2900847062
2384	0.872541125	0.2900731886
2385	0.872541125	0.2900529398
2386	0.872541125	0.2900297169
2387	0.872541125	0.2900094854
2388	0.872541125	0.289989518
2389	0.872541125	0.2899629918
2390	0.872541125	0.2899202775
2391	0.872541125	0.2898658357
2392	0.872541125	0.289849269
2393	0.8727711952	0.2898243244
2394	0.8727711952	0.2898127524
2395	0.8727711952	0.2897817221
2396	0.8727711952	0.2897074288
2397	0.8727711952	0.2896707018
2398	0.8727711952	0.289652697
2399	0.8727711952	0.2896255686
2400	0.8727711952	0.2895937195
2401	0.8727711952	0.2895485013
2402	0.8730012654	0.2894977452
2403	0.8728862303	0.2894676588
2404	0.8730012654	0.2894505366
2405	0.8731163005	0.2894147175
2406	0.8731163005	0.2893881964
2407	0.8731163005	0.2893340654
2408	0.8730012654	0.2893091517
2409	0.8732313356	0.2892746728
2410	0.8732313356	0.2892293392
2411	0.8733463706	0.2891849023
2412	0.8732313356	0.2891364549
2413	0.8735764408	0.2890929918
2414	0.8739215461	0.2890471354
2415	0.8739215461	0.2890329355
2416	0.8739215461	0.2890044365
2417	0.873806511	0.2889846117
2418	0.8739215461	0.2889499913
2419	0.8739215461	0.2889242775
2420	0.8739215461	0.2888767966
2421	0.8739215461	0.2888548349
2422	0.8739215461	0.2888115262
2423	0.8739215461	0.2887661264
2424	0.8739215461	0.2887516723
2425	0.8739215461	0.2887182491
2426	0.8739215461	0.2886917436
2427	0.8739215461	0.2886704961
2428	0.8740365812	0.288640814
2429	0.8740365812	0.288613002
2430	0.8740365812	0.2885662119
2431	0.8739215461	0.2885336249
2432	0.873806511	0.2884976074
2433	0.873806511	0.2884768867
2434	0.873806511	0.2884594958
2435	0.8739215461	0.2884246479
2436	0.8739215461	0.2883793499
2437	0.8740365812	0.2883483861
2438	0.8740365812	0.2883083306
2439	0.8739215461	0.2882649268
2440	0.8740365812	0.28824345
2441	0.8742666513	0.2881988693
2442	0.8744967215	0.2881724625
2443	0.8744967215	0.288144091
2444	0.8744967215	0.2881121696
2445	0.8749568618	0.2880886086
2446	0.8749568618	0.2880607818
2447	0.8749568618	0.2880299047
2448	0.8747267917	0.2880012454
2449	0.8747267917	0.2879731818
2450	0.8748418268	0.287950676
2451	0.8750718969	0.2879285549
2452	0.8750718969	0.2878772704
2453	0.8748418268	0.2878433971
2454	0.8747267917	0.2878138436
2455	0.8747267917	0.2877864494
2456	0.8744967215	0.2877570864
2457	0.8744967215	0.2877383979
2458	0.8744967215	0.2877204595
2459	0.8746117566	0.2876919567
2460	0.8748418268	0.2876656641
2461	0.8748418268	0.2876362102
2462	0.8748418268	0.2876194513
2463	0.8748418268	0.2875976776
2464	0.8749568618	0.2875718995
2465	0.8749568618	0.2875554722
2466	0.8750718969	0.2875277313
2467	0.8749568618	0.2875110321
2468	0.8749568618	0.2874857517
2469	0.8748418268	0.2874575319
2470	0.8748418268	0.287433242
2471	0.8748418268	0.2873829438
2472	0.8748418268	0.2873421291
2473	0.8749568618	0.2873031335
2474	0.8749568618	0.2872843279
2475	0.8750718969	0.2872405838
2476	0.8750718969	0.2872053371
2477	0.8750718969	0.2871788419
2478	0.875186932	0.287155901
2479	0.8753019671	0.2871139545
2480	0.875186932	0.2870650607
2481	0.875186932	0.2870452989
2482	0.875186932	0.2870359545
2483	0.875186932	0.2870039058
2484	0.875186932	0.2869802551
2485	0.875186932	0.2869494187
2486	0.875186932	0.2869266943
2487	0.875186932	0.2869109532
2488	0.8753019671	0.2868771281
2489	0.8754170022	0.2868484087
2490	0.8753019671	0.286808649
2491	0.875186932	0.2867615687
2492	0.875186932	0.2867244468
2493	0.875186932	0.2866874652
2494	0.875186932	0.2866730913
2495	0.875186932	0.2866512793
2496	0.875186932	0.2866316547
2497	0.875186932	0.2866069531
2498	0.875186932	0.2865928848
2499	0.8754170022	0.2865677335
2500	0.8754170022	0.2865400258
2501	0.8755320373	0.286496102
2502	0.8753019671	0.2864495234
2503	0.8754170022	0.2863990783
2504	0.8754170022	0.2863662198
2505	0.8754170022	0.2863400478
2506	0.8753019671	0.2863156248
2507	0.8753019671	0.286280501
2508	0.8753019671	0.2862628314
2509	0.8755320373	0.2862404705
2510	0.8755320373	0.2862177354
2511	0.8756470724	0.2861906218
2512	0.8755320373	0.2861764197
2513	0.8755320373	0.2861554089
2514	0.8756470724	0.2861176866
2515	0.8755320373	0.2860750881
2516	0.8757621074	0.2860332347
2517	0.8757621074	0.286003938
2518	0.8758771425	0.2859719276
2519	0.8758771425	0.2859520003
2520	0.8758771425	0.2859304151
2521	0.8758771425	0.285906881
2522	0.8757621074	0.2858626872
2523	0.8757621074	0.2858250039
2524	0.8757621074	0.285800516
2525	0.8757621074	0.2857573429
2526	0.8758771425	0.2857374176
2527	0.8758771425	0.2857155385
2528	0.8761072127	0.2856901589
2529	0.8759921776	0.2856618387
2530	0.8759921776	0.2856479184
2531	0.8759921776	0.2856233403
2532	0.8761072127	0.2855810787
2533	0.8761072127	0.2855569043
2534	0.8762222478	0.285537965
2535	0.8763372829	0.2855157221
2536	0.8763372829	0.2854875502
2537	0.8762222478	0.2854597852
2538	0.8762222478	0.2854201479
2539	0.8763372829	0.2853930229
2540	0.8762222478	0.2853577598
2541	0.876452318	0.2853191073
2542	0.876452318	0.2852798237
2543	0.876567353	0.2852461812
2544	0.8767974232	0.2852257635
2545	0.8767974232	0.2852061836
2546	0.8767974232	0.2851691319
2547	0.8767974232	0.2851513654
2548	0.8767974232	0.2851242066
2549	0.8766823881	0.2850932001
2550	0.8766823881	0.2850764096
2551	0.8767974232	0.2850336262
2552	0.8767974232	0.285017715
2553	0.8769124583	0.2849808106
2554	0.8769124583	0.2849556134
2555	0.8767974232	0.2849171224
2556	0.8769124583	0.2848981063
